Book-Author,num_ratings,avg_rating
carroll l,3,8.666666666666666
kevin crossley - holland,3,8.666666666666666
ken grimwood,6,8.666666666666666
gaelen foley,9,8.666666666666666
cecelia ahern,3,8.666666666666666
natalie angier,6,8.666666666666666
joyce sullivan,3,8.666666666666666
donna andrews,3,8.666666666666666
lelong,3,8.666666666666666
harriet scott chessman,3,8.666666666666666
andrews mcmeel publishing,3,8.666666666666666
harriet doerr,3,8.666666666666666
robert graves,9,8.666666666666666
hans weiss,3,8.666666666666666
karen armstrong,6,8.666666666666666
lawrence goldstone,3,8.666666666666666
monica furlong,3,8.666666666666666
guy de maupassant,6,8.666666666666666
guy carlier,3,8.666666666666666
sue harrison,6,8.666666666666666
the bathroom readers' hysterical society,3,8.666666666666666
seth godin,6,8.666666666666666
john searles,3,8.666666666666666
e . prentiss,3,8.666666666666666
marla cilley,12,8.666666666666666
colin higgins,3,8.666666666666666
alan watts,3,8.666666666666666
james clemens,6,8.666666666666666
jeff campbell,3,8.666666666666666
craig dirgo,3,8.666666666666666
james dickey,3,8.666666666666666
wilbur smith,12,8.666666666666666
lynn flewelling,6,8.666666666666666
sara shandler,3,8.666666666666666
jay anson,3,8.666666666666666
paul coelho,3,8.666666666666666
jenna mcknight,3,8.666666666666666
jeffrey moussaieff masson,3,8.666666666666666
eckhart tolle,3,8.666666666666666
elaine fox,3,8.666666666666666
marcelle karp,3,8.666666666666666
burke hedges,3,8.666666666666666
colin l . powell,3,8.666666666666666
aleksandr solzhenitsyn,3,8.666666666666666
brenda jackson,3,8.666666666666666
j smith,3,8.666666666666666
duong thu huong,3,8.666666666666666
earthworks group,14,8.642857142857142
heidi e . murkoff,11,8.636363636363637
scott smith,11,8.636363636363637
kate elliott,11,8.636363636363637
diane ackerman,11,8.636363636363637
katherine kurtz,30,8.633333333333333
michael ende,27,8.62962962962963
marge piercy,8,8.625
arthur conan doyle,8,8.625
gloria steinem,8,8.625
barbara ann kipfer,8,8.625
jonathan nasaw,8,8.625
david g . hartwell,8,8.625
george orwell,117,8.615384615384615
victor hugo,13,8.615384615384615
lian hearn,18,8.61111111111111
eric - emmanuel schmitt,28,8.607142857142858
connie willis,43,8.604651162790697
bel kaufman,5,8.6
kate bridges,5,8.6
peter s . beagle,10,8.6
thomas l . friedman,5,8.6
joseph finder,5,8.6
corrie ten boom,5,8.6
pat frank,5,8.6
jutta bauer,5,8.6
connie mason,10,8.6
joe coomer,5,8.6
rachel carson,5,8.6
louise fitzhugh,5,8.6
sven regener,10,8.6
jean bonnefoy,5,8.6
miranda clarke,5,8.6
jessica shaver,5,8.6
margaret laurence,5,8.6
julia hill,5,8.6
tim cockey,5,8.6
carolyn keene,39,8.58974358974359
vince flynn,12,8.583333333333334
amy dacyczyn,12,8.583333333333334
melanie rawn,33,8.575757575757576
george bernard shaw,7,8.571428571428571
john marsden,7,8.571428571428571
david letterman,7,8.571428571428571
gilda radner,7,8.571428571428571
hillary rodham clinton,7,8.571428571428571
jim lovell,7,8.571428571428571
judith r . hendricks,7,8.571428571428571
hannah hurnard,7,8.571428571428571
witi ihimaera,7,8.571428571428571
gloria naylor,7,8.571428571428571
don ferguson,7,8.571428571428571
jeanne marie laskas,7,8.571428571428571
james jennings,7,8.571428571428571
vincent lardo,7,8.571428571428571
william shakespeare,126,8.563492063492063
anthony bourdain,32,8.5625
catherine anderson,16,8.5625
jared diamond,16,8.5625
philip pullman,158,8.556962025316455
beverly cleary,72,8.555555555555555
pearl s . buck,9,8.555555555555555
edward gorey,9,8.555555555555555
janelle denison,18,8.555555555555555
betty mahmoody,9,8.555555555555555
john steakley,9,8.555555555555555
jerry b . jenkins,11,8.545454545454545
pamela ribon,22,8.545454545454545
jennifer lauck,22,8.545454545454545
karen kingston,11,8.545454545454545
lalita tademy,13,8.538461538461538
ayn rand,78,8.538461538461538
robert mccammon,39,8.538461538461538
madeleine l'engle,121,8.537190082644628
berke breathed,47,8.53191489361702
philippa gregory,36,8.527777777777779
truman capote,19,8.526315789473685
daniel quinn,57,8.526315789473685
mary alice monroe,23,8.521739130434783
anne bishop,29,8.517241379310345
charles de lint,53,8.50943396226415
brenda joyce,8,8.5
mario livio,2,8.5
dianne day,2,8.5
sun tzu,4,8.5
friedrich nietzsche,4,8.5
susan kay,8,8.5
susan power,2,8.5
larry burkett,2,8.5
maria d . wilkes,2,8.5
margaret starbird,2,8.5
michael maccaskey,2,8.5
susanne frohlich,2,8.5
rick sternbach,2,8.5
richard picciotto,2,8.5
kirk martin,2,8.5
maria coffey,2,8.5
boris pasternak,2,8.5
athena starwoman,2,8.5
g . k . chesterton,10,8.5
susan herrmann loomis,2,8.5
l'engle madelein,2,8.5
astrid ericsson lindgren,4,8.5
ellen emerson white,2,8.5
laura childs,12,8.5
ljudmila ulitzkaja,2,8.5
esther forbes,4,8.5
bathroom reader institute,2,8.5
ken kesey,40,8.5
ernst ludwig kirchner,2,8.5
ernesto sabato,2,8.5
lindsey davis,8,8.5
bill bright,2,8.5
belleruth naparstek,2,8.5
liz tracey,2,8.5
lynne truss,28,8.5
dorothy leigh sayers,2,8.5
lynne reid banks,14,8.5
brian moore,2,8.5
eric hansen,2,8.5
ronan bennett,2,8.5
ron suskind,4,8.5
c myers,2,8.5
scott rice,4,8.5
lori copeland,2,8.5
robin paige,2,8.5
robyn miller,2,8.5
lottie l . riekehof,2,8.5
douglas r . hofstadter,8,8.5
ellis weiner,2,8.5
candace ward,2,8.5
mary summer rain,2,8.5
bob larson,4,8.5
robert gernhardt,2,8.5
b . k . s . iyengar,2,8.5
steven sherrill,2,8.5
francine rivers,26,8.5
lauren johnson,2,8.5
laurie graff,2,8.5
dominique lapierre,4,8.5
carol brink,2,8.5
florence king,6,8.5
mccourt,2,8.5
carol berg,6,8.5
lee carroll,2,8.5
lee wade,4,8.5
lewis richmond,2,8.5
margaret daley,4,8.5
samantha weinberg,2,8.5
stephen hawking,6,8.5
donald spoto,2,8.5
eleanor h . ayer,2,8.5
robert l . van de castle,4,8.5
leonard shlain,2,8.5
sandra landry,2,8.5
ed lucaire,2,8.5
eve bunting,2,8.5
bill myers,2,8.5
carmen carter,2,8.5
gore vidal,2,8.5
pratchett,4,8.5
torey hayden,8,8.5
helen palmer,2,8.5
david browne,2,8.5
neale s . godfrey,2,8.5
jilliane hoffman,6,8.5
peter c . asbjornsen,2,8.5
j . robert lennon,2,8.5
dana cameron,2,8.5
nathanael west,2,8.5
jonathan stroud,2,8.5
jhonen vasquez,2,8.5
tom raabe,2,8.5
joseph l . heller,2,8.5
andrew md weil,2,8.5
dan reed,4,8.5
tim winton,4,8.5
jessica mitford,2,8.5
rachel cohn,2,8.5
nancy thayer,2,8.5
jessica barksdale inclan,6,8.5
tim footman,4,8.5
nancy herkness,4,8.5
wendy pini,8,8.5
nancy farmer,2,8.5
werner lansburgh,2,8.5
charles sherwood dane,2,8.5
neil humphreys,2,8.5
john treadwell nichols,4,8.5
n . scott momaday,2,8.5
alexandra sellers,2,8.5
iris r . dart,2,8.5
peter menzel,2,8.5
daniel partner,2,8.5
peter watts,2,8.5
isaac adamson,2,8.5
virginia lee barnes,2,8.5
joan d . vinge,6,8.5
christopher andersen,4,8.5
noel streatfeild,2,8.5
joel andreas,2,8.5
vincent bugliosi,12,8.5
john colapinto,14,8.5
joan aiken,4,8.5
j . d . mcclatchy,2,8.5
v . s . ramachandran,2,8.5
ambrose bierce,4,8.5
john o'brien,2,8.5
amitav ghosh,4,8.5
hermann hesse,86,8.5
john simpson,2,8.5
chris fuhrman,2,8.5
tracie peterson,2,8.5
catharine hartley,2,8.5
alfred bester,10,8.5
david bodanis,2,8.5
dan dye,2,8.5
tim burton,2,8.5
pamela sargent,4,8.5
cynthia kersey,2,8.5
karen marie moning,18,8.5
akiyuki nosaka,4,8.5
ming - dao deng,2,8.5
mineko iwasaki,6,8.5
jean sasson,10,8.5
bradley trevor greive,28,8.5
jean barrett,2,8.5
gordon burgett,2,8.5
rhue,4,8.5
patricia macdonald,2,8.5
kat martin,4,8.5
kate adie,2,8.5
patricia mccormick,2,8.5
taro gomi,2,8.5
michelle louvric,4,8.5
jason little,2,8.5
takashi matsuoka,2,8.5
a . verghese,2,8.5
gertrude chandler warner,4,8.5
jane rogers,4,8.5
jane farrow,2,8.5
gerald durrell,2,8.5
t . berry brazelton,2,8.5
suzanne vega,4,8.5
michael morris,2,8.5
n . k . sandars,6,8.5
joanna martine woolfolk,6,8.5
jeff gelb,2,8.5
terry moore,2,8.5
n . e . thing enterprises,6,8.5
dallas schulze,2,8.5
randall robinson,2,8.5
thomas rockwell,2,8.5
thomas lynch,2,8.5
thomas j peters,2,8.5
julian barnes,10,8.5
gwen gotsch,4,8.5
pearl buck,2,8.5
juliet e . mckenna,2,8.5
wess roberts,2,8.5
ann rinaldi,2,8.5
da chen,2,8.5
p . g . wodehouse,2,8.5
k . grahame,6,8.5
celia rees,8,8.5
theodore roszak,2,8.5
jeff shaara,4,8.5
gregg hurwitz,2,8.5
karen bender,2,8.5
william e barrett,2,8.5
graham masterton,2,8.5
mitchell graham,2,8.5
amanda ashley,25,8.48
katherine paterson,21,8.476190476190476
c . s . lewis,208,8.471153846153847
dalai lama,15,8.466666666666667
jane austen,208,8.466346153846153
rick bragg,13,8.461538461538462
matt ruff,13,8.461538461538462
alan moore,26,8.461538461538462
lois mcmaster bujold,46,8.456521739130435
jung chang,11,8.454545454545455
louis sachar,53,8.452830188679245
tim f . lahaye,40,8.45
john edward,20,8.45
scott o'dell,29,8.448275862068966
brian greene,9,8.444444444444445
jennifer chiaverini,9,8.444444444444445
stephen fry,9,8.444444444444445
emma bull,9,8.444444444444445
taylor smith,9,8.444444444444445
mitch albom,156,8.442307692307692
diane duane,25,8.44
laura hillenbrand,41,8.439024390243903
erich maria remarque,16,8.4375
mark z . danielewski,23,8.434782608695652
tennessee williams,23,8.434782608695652
andre norton,23,8.434782608695652
roald dahl,111,8.432432432432432
jerome k . jerome,7,8.428571428571429
emily dickinson,7,8.428571428571429
the onion,7,8.428571428571429
william burroughs,7,8.428571428571429
bill phillips,7,8.428571428571429
milton steinberg,7,8.428571428571429
ekaterina gordeeva,7,8.428571428571429
richard p . feynman,14,8.428571428571429
disney,7,8.428571428571429
kenneth grahame,7,8.428571428571429
barbara hodgson,7,8.428571428571429
harriet beecher stowe,7,8.428571428571429
naomi klein,7,8.428571428571429
dan savage,14,8.428571428571429
joe dominguez,7,8.428571428571429
carolyn parkhurst,19,8.421052631578947
neal stephenson,93,8.419354838709678
yitta halberstam,12,8.416666666666666
arthur golden,65,8.415384615384616
starhawk,17,8.411764705882353
sue monk kidd,131,8.404580152671755
william pollack,5,8.4
isak dinesen,5,8.4
joan anderson,5,8.4
forrest carter,5,8.4
iris chang,5,8.4
aoumiel,5,8.4
j . gordon melton,5,8.4
vladimir vladimirovich nabokov,5,8.4
gerald malcolm durrell,5,8.4
jean p . sasson,10,8.4
stefan zweig,15,8.4
sharon kay penman,10,8.4
terri windling,5,8.4
jerry jenkins,10,8.4
eleanor estes,5,8.4
lucy grealy,5,8.4
jonathan kozol,5,8.4
stephen crane,5,8.4
jeffrey eugenides,65,8.4
sara backer,5,8.4
elizabeth moon,20,8.4
firoozeh dumas,5,8.4
thomas gifford,5,8.4
stefano benni,5,8.4
celia haddon,5,8.4
christopher buckley,5,8.4
robert charles wilson,5,8.4
caroline stevermer,5,8.4
mark dunn,15,8.4
craig shaw gardner,5,8.4
melinda metz,5,8.4
denise fields,5,8.4
danny wallace,5,8.4
richard adams,68,8.397058823529411
douglas adams,306,8.395424836601308
mikhail bulgakov,18,8.38888888888889
richard laymon,49,8.387755102040817
w . e . b . griffin,42,8.380952380952381
sandra dallas,16,8.375
jonathan lethem,8,8.375
vladimir nabokov,24,8.375
daniel mason,16,8.375
bach,8,8.375
bertrice small,8,8.375
susan conant,8,8.375
jane lindskold,11,8.363636363636363
kristin hardy,11,8.363636363636363
piers paul read,11,8.363636363636363
stephen r donaldson,11,8.363636363636363
frank e . peretti,25,8.36
neil gaiman,332,8.358433734939759
walt whitman,14,8.357142857142858
john steinbeck,166,8.355421686746988
anne fadiman,17,8.352941176470589
marlo morgan,20,8.35
dan simmons,46,8.347826086956522
christine feehan,110,8.345454545454546
maya angelou,74,8.337837837837839
ansel adams,3,8.333333333333334
karen rauch carter,3,8.333333333333334
leo f . buscaglia,6,8.333333333333334
geoff tibballs,3,8.333333333333334
leonard nimoy,6,8.333333333333334
tom negrino,3,8.333333333333334
s . e . hinton,30,8.333333333333334
dennis covington,3,8.333333333333334
gion mathias cavelty,6,8.333333333333334
lucinda rosenfeld,3,8.333333333333334
william r . forstchen,3,8.333333333333334
cathy cash spellman,3,8.333333333333334
federico garcia lorca,6,8.333333333333334
phil farrand,9,8.333333333333334
jim harrison,6,8.333333333333334
thomas mann,6,8.333333333333334
david colbert,3,8.333333333333334
c . baudelaire,3,8.333333333333334
roger von oech,3,8.333333333333334
david mitchell,3,8.333333333333334
herman wouk,3,8.333333333333334
loretta chase,3,8.333333333333334
bebe moore campbell,3,8.333333333333334
pamela morsi,6,8.333333333333334
euripides,3,8.333333333333334
doris dorrie,3,8.333333333333334
eugene h . peterson,3,8.333333333333334
jeff grubb,3,8.333333333333334
lilian lee,3,8.333333333333334
annie dalton,3,8.333333333333334
matthew hoffman,3,8.333333333333334
katie waitman,3,8.333333333333334
jeff long,6,8.333333333333334
isabelle holland,3,8.333333333333334
erri de luca,3,8.333333333333334
czeslaw milosz,3,8.333333333333334
eudora welty,3,8.333333333333334
william j coughlin,3,8.333333333333334
silas house,3,8.333333333333334
jonathan schell,3,8.333333333333334
ray bradbury,114,8.333333333333334
alice feinstein,3,8.333333333333334
jim trelease,3,8.333333333333334
kelsey roberts,3,8.333333333333334
hubert jr selby,3,8.333333333333334
jalal al - din rumi,3,8.333333333333334
mary kay ash,6,8.333333333333334
catherine marshall,12,8.333333333333334
cristina garcia,3,8.333333333333334
wallace earle stegner,3,8.333333333333334
donald f glut,3,8.333333333333334
michele albert,3,8.333333333333334
gina b . nahai,3,8.333333333333334
matteson,3,8.333333333333334
betty friedan,6,8.333333333333334
better homes and gardens,3,8.333333333333334
james trefil,3,8.333333333333334
mackenzie taylor,3,8.333333333333334
alexa albert,9,8.333333333333334
greg nagan,3,8.333333333333334
dave marsh,3,8.333333333333334
susan mccutcheon,3,8.333333333333334
bill griffiths,3,8.333333333333334
sandra martz,3,8.333333333333334
patrick dennis,6,8.333333333333334
brian herbert,36,8.333333333333334
wendy corsi staub,18,8.333333333333334
melissa de la cruz,3,8.333333333333334
joel rosenberg,3,8.333333333333334
diana palmer,48,8.333333333333334
melissa etheridge,3,8.333333333333334
amy wilentz,3,8.333333333333334
celia rivenbark,3,8.333333333333334
nina bangs,3,8.333333333333334
ruth s . noel,3,8.333333333333334
rebecca neason,3,8.333333333333334
huston smith,3,8.333333333333334
sally swain,3,8.333333333333334
trish jensen,3,8.333333333333334
penelope lively,3,8.333333333333334
latifa,6,8.333333333333334
edward m . hallowell,3,8.333333333333334
nicholas christopher,3,8.333333333333334
julie elizabeth leto,6,8.333333333333334
christiane northrup,3,8.333333333333334
pauli murray,3,8.333333333333334
candace schuler,3,8.333333333333334
elizabeth roberts,3,8.333333333333334
lynda barry,6,8.333333333333334
antonio salas,3,8.333333333333334
m . h . abrams,3,8.333333333333334
anthony o'neill,3,8.333333333333334
lee nichols,3,8.333333333333334
david borgenicht,3,8.333333333333334
dean briggs,3,8.333333333333334
elizabeth von arnim,6,8.333333333333334
moon unit zappa,3,8.333333333333334
michael j . fox,27,8.333333333333334
judy jones,6,8.333333333333334
susannah constantine,3,8.333333333333334
derrick jensen,3,8.333333333333334
michael lewis,3,8.333333333333334
mina ford,3,8.333333333333334
jon krakauer,123,8.325203252032521
gary larson,116,8.318965517241379
harlan coben,85,8.31764705882353
guy gavriel kay,41,8.317073170731707
julie garwood,143,8.314685314685315
david eddings,156,8.314102564102564
liz curtis higgs,16,8.3125
patricia a . mckillip,16,8.3125
michael shaara,13,8.307692307692308
jerry spinelli,26,8.307692307692308
"kurt , jr . vonnegut",13,8.307692307692308
karyn bosnak,13,8.307692307692308
mick foley,13,8.307692307692308
daniel pennac,33,8.303030303030303
susan cooper,33,8.303030303030303
alice walker,113,8.300884955752212
stephen w . hawking,10,8.3
alan lightman,30,8.3
china mieville,10,8.3
james w . loewen,10,8.3
thomas moore,10,8.3
james mcbride,30,8.3
salman rushdie,37,8.297297297297296
alice sebold,336,8.294642857142858
gail tsukiyama,17,8.294117647058824
meg cabot,58,8.293103448275861
daniel keyes,31,8.290322580645162
georgette heyer,7,8.285714285714286
bud macfarlane jr,14,8.285714285714286
betty macdonald,7,8.285714285714286
n . h . kleinbaum,7,8.285714285714286
joseph bedier,7,8.285714285714286
ruth reichl,7,8.285714285714286
edith wharton,21,8.285714285714286
george r . r . martin,35,8.285714285714286
jimmy carter,7,8.285714285714286
philip k . dick,57,8.280701754385966
umberto eco,87,8.275862068965518
charlaine harris,33,8.272727272727273
pamela stephenson,11,8.272727272727273
vicki leon,11,8.272727272727273
louisa may alcott,41,8.268292682926829
mercedes lackey,198,8.267676767676768
orson scott card,273,8.267399267399268
og mandino,15,8.266666666666667
joseph heller,30,8.266666666666667
robin hobb,15,8.266666666666667
greg cox,15,8.266666666666667
henry david thoreau,15,8.266666666666667
patrick suskind,61,8.262295081967213
laura ingalls wilder,92,8.26086956521739
mark twain,74,8.256756756756756
susan elizabeth phillips,51,8.254901960784315
virginia henley,16,8.25
dc comics,4,8.25
noam chomsky,8,8.25
yasunari kawabata,8,8.25
jill thompson,4,8.25
susan minot,4,8.25
aaron elkins,4,8.25
m . m . kaye,4,8.25
tori carrington,8,8.25
bharti kirchner,4,8.25
frank b . gilbreth,4,8.25
orhan pamuk,4,8.25
greg bottoms,4,8.25
foester . e . m,4,8.25
allen ginsberg,8,8.25
the american poetry & literacy project,4,8.25
hal borland,4,8.25
howard phillips lovecraft,4,8.25
constance m . burge,4,8.25
brian k . vaughan,4,8.25
mark winegardner,4,8.25
yogi berra,4,8.25
julia london,4,8.25
thomas hardy,32,8.25
raymond chandler,20,8.25
editors of vegetarians times,4,8.25
sagan,4,8.25
edward rutherford,4,8.25
jack l . chalker,4,8.25
julio cortazar,4,8.25
brent curtis,4,8.25
zeek,4,8.25
jerry bledsoe,4,8.25
regis philbin,4,8.25
nina solomon,4,8.25
armistead maupin,44,8.25
raymond a . moody,4,8.25
arlene j chai,4,8.25
sandra boynton,4,8.25
poppy z brite,4,8.25
gail carson levine,12,8.25
kevin murphy,4,8.25
clifford stoll,4,8.25
william storandt,4,8.25
michael shermer,4,8.25
bernard lefkowitz,4,8.25
mary doria russell,16,8.25
judith ivory,8,8.25
evelyn mcfarlane,4,8.25
richard ferber,4,8.25
willa sibert cather,4,8.25
james alexander thom,8,8.25
clyde edgerton,4,8.25
anne holt,4,8.25
kay redfield jamison,4,8.25
mary wollstonecraft shelley,40,8.25
charles osborne,4,8.25
nat philbrick,4,8.25
barry glassner,4,8.25
joseph f girzone,4,8.25
angela nissel,12,8.25
amanda davis,4,8.25
pat o'shea,4,8.25
unknown,4,8.25
gordon jarvie,4,8.25
burton white,4,8.25
wallace stegner,4,8.25
rich wallace,4,8.25
jim fergus,12,8.25
charlotte bronte,61,8.245901639344263
eric schlosser,84,8.238095238095237
arlene eisenberg,90,8.233333333333333
r . a . salvatore,60,8.233333333333333
yann martel,134,8.23134328358209
patrick robinson,13,8.23076923076923
liza crihfield dalby,9,8.222222222222221
charlotte hughes,9,8.222222222222221
tova mirvis,9,8.222222222222221
spike milligan,9,8.222222222222221
jack mcdevitt,9,8.222222222222221
anita diamant,143,8.216783216783217
ursula k . le guin,65,8.215384615384615
emma holly,14,8.214285714285714
robert t . kiyosaki,28,8.214285714285714
bruce chatwin,14,8.214285714285714
beverly lewis,14,8.214285714285714
albert camus,47,8.212765957446809
barbara ehrenreich,66,8.212121212121213
janet evanovich,467,8.209850107066382
tamora pierce,24,8.208333333333334
jasper fforde,73,8.205479452054794
fannie flagg,122,8.204918032786885
rhonda nelson,5,8.2
chuck palahniuk,110,8.2
peter jenkins,5,8.2
john bradshaw,5,8.2
kim addonizio,5,8.2
l . frank baum,5,8.2
tadahiko nagao,5,8.2
john de lancie,5,8.2
kay r . jamison,5,8.2
w . p . kinsella,10,8.2
catherine asaro,5,8.2
anne garrels,5,8.2
andy riley,5,8.2
mickey zucker reichert,10,8.2
rhian ellis,5,8.2
alison weir,10,8.2
azar nafisi,10,8.2
naomi wolf,10,8.2
jamaica kincaid,5,8.2
lorraine hansberry,5,8.2
franklin w . dixon,10,8.2
lorna landvik,35,8.2
sena jeter naslund,10,8.2
stephen c . lundin,5,8.2
leslie glass,10,8.2
spalding gray,5,8.2
brendan o'carroll,5,8.2
edwin abbott abbott,5,8.2
james van praagh,5,8.2
steve moss,5,8.2
paolo coelho,5,8.2
shunryu suzuki,5,8.2
marilyn manson,5,8.2
lisa gardner,73,8.191780821917808
david weber,21,8.19047619047619
dara joy,16,8.1875
john connolly,11,8.181818181818182
emily bronte,66,8.181818181818182
don coldsmith,11,8.181818181818182
truddi chase,11,8.181818181818182
mark helprin,11,8.181818181818182
neale donald walsch,11,8.181818181818182
ellen datlow,28,8.178571428571429
frank herbert,124,8.17741935483871
anais nin,17,8.176470588235293
robert jordan,138,8.173913043478262
augusten burroughs,52,8.173076923076923
terry pratchett,255,8.172549019607843
greg bear,29,8.172413793103448
elizabeth lowell,59,8.169491525423728
billie letts,142,8.169014084507042
molly ivins,12,8.166666666666666
jennifer louden,6,8.166666666666666
annie dillard,6,8.166666666666666
antwone q . fisher,6,8.166666666666666
alain de botton,6,8.166666666666666
tracy kidder,6,8.166666666666666
harry turtledove,6,8.166666666666666
farley mowat,6,8.166666666666666
lily burana,6,8.166666666666666
ariel jennifer jones,12,8.166666666666666
paula volsky,6,8.166666666666666
s . l . viehl,18,8.166666666666666
imre kertesz,6,8.166666666666666
avi,6,8.166666666666666
rhys bowen,6,8.166666666666666
jean - christophe grange,6,8.166666666666666
rachel simon,6,8.166666666666666
berkeley breathed,12,8.166666666666666
deborah moggach,6,8.166666666666666
christine mcguire,6,8.166666666666666
jennifer haigh,6,8.166666666666666
oscar wilde,66,8.166666666666666
dog mary crow,6,8.166666666666666
ann patchett,80,8.1625
edgar allan poe,31,8.161290322580646
carole matthews,19,8.157894736842104
jennifer roberson,32,8.15625
bill bryson,174,8.155172413793103
jennifer weiner,145,8.151724137931035
christopher moore,114,8.149122807017545
richard bach,121,8.148760330578513
andreas eschbach,7,8.142857142857142
ruth park,7,8.142857142857142
chip kidd,7,8.142857142857142
robin maxwell,7,8.142857142857142
patrick mcgrath,7,8.142857142857142
patrick lynch,7,8.142857142857142
gayle greeno,14,8.142857142857142
mark frost,7,8.142857142857142
patricia d . cornwell,78,8.14102564102564
ursula hegi,57,8.140350877192983
agatha christie,136,8.139705882352942
larry mcmurtry,36,8.13888888888889
oliver sacks,22,8.136363636363637
alessandro baricco,52,8.134615384615385
natalie goldberg,15,8.133333333333333
fred vargas,15,8.133333333333333
michael chabon,53,8.132075471698114
mark haddon,62,8.129032258064516
geraldine brooks,31,8.129032258064516
barbara kingsolver,295,8.128813559322033
bram stoker,40,8.125
bruce campbell,8,8.125
javier cercas,8,8.125
alice gray,8,8.125
dan millman,8,8.125
rohinton mistry,16,8.125
dante alighieri,8,8.125
dai sijie,72,8.125
linda goodman,8,8.125
eoin colfer,80,8.125
ann brashares,57,8.12280701754386
franz kafka,25,8.12
stephen r . donaldson,25,8.12
leo tolstoy,34,8.117647058823529
robert j . sawyer,26,8.115384615384615
sarah waters,35,8.114285714285714
john milton,9,8.11111111111111
erik larson,18,8.11111111111111
dorothy allison,45,8.11111111111111
tina wainscott,9,8.11111111111111
inga muscio,9,8.11111111111111
stephen jay gould,9,8.11111111111111
sylvia plath,45,8.11111111111111
alex kava,19,8.105263157894736
ted l . nancy,19,8.105263157894736
erma bombeck,48,8.104166666666666
arthur agatston,10,8.1
pat warren,10,8.1
misty bernall,10,8.1
lance armstrong,20,8.1
dashiell hammett,10,8.1
evelyn waugh,10,8.1
jose saramago,70,8.1
hilary liftin,10,8.1
sophocles,10,8.1
robert shea,10,8.1
mary lawson,10,8.1
jeanette winterson,40,8.1
laurie halse anderson,10,8.1
willa cather,20,8.1
olive ann burns,20,8.1
dave pelzer,91,8.098901098901099
john irving,304,8.098684210526315
lavyrle spencer,92,8.097826086956522
samuel beckett,11,8.090909090909092
erica jong,11,8.090909090909092
norman bridwell,11,8.090909090909092
natalie babbitt,11,8.090909090909092
charlotte perkins gilman,11,8.090909090909092
caren lissner,11,8.090909090909092
dan brown,424,8.087264150943396
dodie smith,23,8.08695652173913
benjamin hoff,59,8.084745762711865
sheri reynolds,38,8.078947368421053
jean craighead george,13,8.076923076923077
jodi picoult,78,8.076923076923077
sujata massey,14,8.071428571428571
scott cunningham,57,8.070175438596491
chitra banerjee divakaruni,43,8.069767441860465
wendy northcutt,29,8.068965517241379
anne mccaffrey,360,8.063888888888888
laurell k . hamilton,284,8.06338028169014
lemony snicket,135,8.059259259259258
t . s . eliot,17,8.058823529411764
earlene fowler,17,8.058823529411764
stan redding,17,8.058823529411764
carol goodman,17,8.058823529411764
kurt vonnegut,158,8.056962025316455
james herriot,53,8.056603773584905
sarah ban breathnach,18,8.055555555555555
dean koontz,234,8.055555555555555
raymond carver,18,8.055555555555555
carl sagan,56,8.053571428571429
dav pilkey,19,8.052631578947368
alexander mccall smith,134,8.052238805970148
amy tan,223,8.04932735426009
laurie r . king,41,8.048780487804878
mark bowden,21,8.047619047619047
william gerald golding,47,8.042553191489361
paul auster,99,8.04040404040404
sylvia browne,25,8.04
gabriel garcia marquez,140,8.035714285714286
stephen r . lawhead,29,8.03448275862069
james finn garner,58,8.03448275862069
jeff deaver,31,8.03225806451613
louise erdrich,36,8.027777777777779
aldous huxley,74,8.027027027027026
timothy zahn,37,8.027027027027026
garth ennis,37,8.027027027027026
laurie notaro,42,8.023809523809524
david sedaris,190,8.021052631578947
johanna lindsey,253,8.019762845849803
stuart woods,53,8.018867924528301
sheri s . tepper,55,8.018181818181818
j . d . robb,133,8.015037593984962
nien cheng,3,8.0
john fowles,15,8.0
john gribbin,1,8.0
john piper,1,8.0
john gunther,6,8.0
john follain,3,8.0
nicholas pileggi,3,8.0
vicki thompson,3,8.0
nikki giovanni,2,8.0
van reid,1,8.0
nick danziger,1,8.0
veronique vienne,3,8.0
john knowles,20,8.0
vicki lansky,3,8.0
trudy baker,1,8.0
marilyn kaye,1,8.0
john cassidy,1,8.0
william kennedy,1,8.0
jason moss,2,8.0
jay conrad levinson,3,8.0
jay leno,3,8.0
jean - dominique bauby,16,8.0
jean claude izzo,1,8.0
william pene du bois,1,8.0
william makepeace thackeray,10,8.0
william lashner,1,8.0
jean hegland,7,8.0
pamela wallace,3,8.0
william sleator,3,8.0
jeannette haien,3,8.0
paul krassner,3,8.0
william golding,8,8.0
paul rosa,2,8.0
paul simpson,2,8.0
jeffrey deaver,2,8.0
william brinkley,1,8.0
jeffrey kacirk,1,8.0
paula huntley,3,8.0
patricia rice,3,8.0
patrick redmond,2,8.0
will huygen,1,8.0
yvonne collins,2,8.0
patrick r . mcmanus,2,8.0
jane haddam,2,8.0
zhou wei hui,2,8.0
jane juska,2,8.0
jane kirkpatrick,2,8.0
jane mendelsohn,4,8.0
jane o'boyle,5,8.0
jane roberts wood,1,8.0
zalata filipovic,2,8.0
jane stern,4,8.0
wolfgang buscher,1,8.0
jane urquhart,1,8.0
yu watase,1,8.0
patricia wrede,1,8.0
janet taylor lisle,3,8.0
janette oke,43,8.0
janette sebring lowrey,1,8.0
janice harayda,1,8.0
