,User-ID,User-City,User-Country,User-Age
6887,39623,," grenada""",63.0
1460,8682,quetzaltenango," guatemala""",
8140,47030,," guernsey""",35.0
33418,193495,boke," guinea""",
35619,206709,tegucigalpa," honduras""",47.0
41446,239602,causeway bay," hong kong""",
32572,188369,hong kong," hong kong""",25.0
18045,104508,hong kong," hong kong""",26.0
31054,178882,hong kong," hong kong""",29.0
40525,234554,hong kong," hong kong""",34.0
14691,84900,hong kong," hong kong""",37.0
14034,81226,hong kong," hong kong""",45.0
9022,52320,hong kong," hong kong""",
10696,61482,hong kong," hong kong""",
23011,132532,hong kong," hong kong""",
30598,176381,hong kong," hong kong""",
45210,260630,hong kong," hong kong""",
47281,272731,hong kong," hong kong""",
704,4098,mei foo," hong kong""",30.0
37148,215136,the landmark," hong kong""",
15162,87657,tuen mun," hong kong""",26.0
13753,79372,," hong kong""",32.0
30151,174004,," hong kong""",51.0
45498,262344,budapest," hungary""",25.0
17493,101234,budapest," hungary""",44.0
20871,120835,budapest," hungary""",
45111,259928,budapest," hungary""",
45118,259959,pomáz," hungary""",
28159,162689,hafnarfjordur," iceland""",23.0
23544,135673,hafnarfjordur," iceland""",26.0
41973,242472,hveragerdi," iceland""",56.0
38191,221355,reykjavik," iceland""",20.0
20273,117173,reykjavik," iceland""",29.0
4908,29358,reykjavik," iceland""",37.0
15689,90837,reykjavik," iceland""",
33532,194099,reykjavik," iceland""",
40529,234569,reykjavik," iceland""",
44409,255997,reykjavík," iceland""",53.0
18158,105113,selfoss," iceland""",36.0
20749,119904,seltjarnarnes," iceland""",
35316,205059,bangalore," india""",69.0
19319,112037,bangalore," india""",
31803,183562,chanakyapura," india""",54.0
17784,102983,chennai," india""",35.0
38185,221299,chennai," india""",
33096,191639,delhi," india""",
39378,227947,hyd," india""",16.0
2098,12914,hyd," india""",23.0
45718,263793,hyderabad," india""",14.0
1915,11768,jalandhar cantt," india""",14.0
2111,12977,kannur," india""",16.0
36,232,mumbai," india""",16.0
2134,13126,mumbai," india""",21.0
18229,105502,mumbai," india""",23.0
31106,179252,mumbai," india""",29.0
22639,130594,mysore," india""",18.0
44494,256526,new delhi," india""",16.0
33498,193873,new delhi," india""",28.0
30595,176360,new delhi," india""",34.0
3640,22200,new delhi," india""",36.0
8923,51810,pondicherry," india""",31.0
14419,83238,denpasar," indonesia""",33.0
47179,271955,jakarta," indonesia""",35.0
18838,109235,malang," indonesia""",20.0
17404,100682,medan," indonesia""",16.0
48169,278176,medan," indonesia""",21.0
3004,18527,shiraz," iran""",45.0
38022,220345,tehra," iran""",23.0
576,3346,tehran," iran""",20.0
34600,200746,tehran," iran""",20.0
35472,205871,tehran," iran""",23.0
32212,186039,tehran," iran""",24.0
35470,205856,tehran," iran""",24.0
29464,170186,tehran," iran""",27.0
20176,116599,tehran," iran""",29.0
47709,275575,tehran," iran""",35.0
17334,100227,tehran," iran""",36.0
21757,125774,tehran," iran""",36.0
29898,172499,tehran," iran""",48.0
3687,22473,belfast," ireland""",
41720,241078,bray," ireland""",
10017,57786,clones," ireland""",43.0
8474,49202,cork," ireland""",
8475,49203,cork," ireland""",
9791,56445,cork," ireland""",
43105,248566,cork," ireland""",
9478,54808,drogheda," ireland""",32.0
22590,130342,drogheda," ireland""",36.0
8797,51099,dromahair," ireland""",58.0
11104,63923,dublin," ireland""",21.0
39193,226946,dublin," ireland""",23.0
28871,166906,dublin," ireland""",24.0
7154,41296,dublin," ireland""",27.0
33362,193131,dublin," ireland""",28.0
46504,268262,dublin," ireland""",29.0
32860,190265,dublin," ireland""",30.0
39764,230187,dublin," ireland""",30.0
10837,62303,dublin," ireland""",31.0
32060,185123,dublin," ireland""",31.0
1769,10912,dublin," ireland""",32.0
12396,71183,dublin," ireland""",32.0
20719,119716,dublin," ireland""",32.0
41209,238321,dublin," ireland""",32.0
37024,214263,dublin," ireland""",33.0
37060,214588,dublin," ireland""",35.0
17126,98961,dublin," ireland""",36.0
2842,17507,dublin," ireland""",37.0
39830,230599,dublin," ireland""",38.0
1010,6142,dublin," ireland""",40.0
17383,100578,dublin," ireland""",46.0
5995,34995,dublin," ireland""",
7426,42739,dublin," ireland""",
13270,76434,dublin," ireland""",
17652,102206,dublin," ireland""",
19382,112477,dublin," ireland""",
24278,139598,dublin," ireland""",
24359,140008,dublin," ireland""",
24610,141640,dublin," ireland""",
29489,170310,dublin," ireland""",
31864,183923,dublin," ireland""",
33579,194318,dublin," ireland""",
44341,255595,dublin," ireland""",
45762,264108,dublin," ireland""",
46447,268009,dublin 12," ireland""",41.0
37061,214589,dunsany," ireland""",
8743,50786,galway," ireland""",31.0
39583,229106,ireland," ireland""",
27512,158757,kilkenny," ireland""",
35833,207868,kilquade," ireland""",39.0
27555,158973,limerick," ireland""",31.0
25462,146162,limerick," ireland""",35.0
43997,253553,limerick," ireland""",38.0
16551,95468,london," ireland""",
20628,119168,maynooth," ireland""",17.0
15711,91026,maynooth," ireland""",40.0
46519,268319,naas," ireland""",46.0
46456,268052,naas," ireland""",
25257,145218,newbridge," ireland""",40.0
17913,103790,redcross," ireland""",39.0
553,3191,sligo," ireland""",29.0
10451,60018,swords," ireland""",59.0
25058,144173,thurles," ireland""",
34743,201725,wexford," ireland""",28.0
21766,125823,wexford," ireland""",
46161,266580,wexford," ireland""",
27791,160626,," ireland""",
19254,111581,beer sheva," israel""",29.0
28896,167152,binyamina," israel""",32.0
31782,183467,binyamina," israel""",
1938,12024,haifa," israel""",26.0
23690,136280,haifa," israel""",28.0
10900,62655,haifa," israel""",36.0
14944,86309,haifa," israel""",
47237,272415,herzelia," israel""",26.0
36154,209085,hod hasharon," israel""",
730,4208,jerusalem," israel""",
15922,92379,jerusalem," israel""",
26892,154630,jerusalem," israel""",
46105,266236,karmiel," israel""",
6314,36638,kfar avram," israel""",46.0
6930,39974,kibbutz ramat yohanan," israel""",26.0
13116,75519,kiryat haiim," israel""",23.0
34840,202297,moshav lachish," israel""",
18259,105706,ra`anana," israel""",27.0
35749,207417,ramat gan," israel""",24.0
39340,227771,savion," israel""",19.0
47271,272700,tel aviv," israel""",20.0
6394,37045,tel aviv," israel""",45.0
11891,68184,tel aviv," israel""",
28841,166767,tel aviv," israel""",
26143,150269,tel-aviv," israel""",21.0
7819,45014,tel-aviv," israel""",25.0
42093,243044,yokneam ilit," israel""",
28579,165116,milano," italia""",23.0
9996,57627,aaaaaaa," italy""",
9881,56978,abbiategrasso," italy""",
13367,77075,acqui terme," italy""",30.0
44407,255988,acqui terme," italy""",
37293,215923,agrigento," italy""",21.0
45780,264185,albignasego (pd)," italy""",41.0
38790,224482,alessandria," italy""",
45888,264838,alghero," italy""",27.0
42633,245910,alpignano," italy""",19.0
11828,67812,ardea," italy""",
31254,180164,arsiero," italy""",35.0
16336,94420,ascoli piceno," italy""",
26846,154315,asti," italy""",28.0
26028,149455,avezzano (aq)," italy""",25.0
28158,162688,avigliana," italy""",
45809,264339,bari," italy""",26.0
10909,62699,bari," italy""",
34308,198924,basiglio," italy""",22.0
43060,248310,belluno," italy""",16.0
5919,34551,biella," italy""",
41711,241016,binasco," italy""",
7394,42543,bologna," italy""",20.0
42214,243805,bologna," italy""",21.0
9743,56167,bologna," italy""",22.0
39757,230156,bologna," italy""",27.0
29948,172814,bologna," italy""",33.0
23270,134023,bologna," italy""",35.0
15511,89761,bologna," italy""",54.0
13550,78165,bologna," italy""",
21408,123794,bologna," italy""",
37489,216995,bologna," italy""",
18840,109248,bolzano," italy""",56.0
15635,90512,brescia," italy""",34.0
560,3251,brescia," italy""",
41948,242350,brescia," italy""",
27129,156071,brugherio," italy""",30.0
34205,198352,brugherio," italy""",
45239,260823,busto arsizio," italy""",
43249,249446,cagliari," italy""",22.0
15185,87825,cagliari," italy""",40.0
31312,180558,caluso," italy""",32.0
1035,6273,camerota (sa)," italy""",
10815,62164,canazei," italy""",25.0
40279,233174,canegrate," italy""",25.0
30559,176128,canonica d`adda," italy""",31.0
24724,142204,cantu`," italy""",
28549,164932,carnate," italy""",
18790,108963,carpi (mo)," italy""",
29171,168674,casalecchio di reno," italy""",40.0
9304,53795,casalgrande," italy""",29.0
14557,84086,casorate sempione," italy""",32.0
837,5127,castelnovo monti (re)," italy""",33.0
46148,266494,castiglione t.se," italy""",49.0
28860,166856,catania," italy""",44.0
2328,14383,catania," italy""",
2654,16397,catania," italy""",
27044,155454,cavriglia," italy""",33.0
9756,56229,cene," italy""",
768,4547,cento," italy""",24.0
43650,251575,cernusco s/n (mi)," italy""",28.0
27445,158304,cernusco sul naviglio," italy""",31.0
33368,193202,cernusco sul naviglio," italy""",37.0
6804,39164,cesano maderno," italy""",
4465,26813,città di castello," italy""",28.0
47791,276039,città di castello," italy""",28.0
22151,127766,città di castello," italy""",
8454,49043,civitanova marche," italy""",
12060,69079,clusone," italy""",27.0
15254,88175,cologno monzese," italy""",26.0
37617,217769,como," italy""",27.0
47685,275414,corsico," italy""",43.0
2564,15951,cremona," italy""",43.0
885,5444,cremona," italy""",
44167,254498,cuneo," italy""",
46557,268560,desenzano sul garda," italy""",
26507,152446,desio," italy""",
24261,139513,dresano," italy""",
12432,71360,druento," italy""",
26077,149800,este," italy""",
27144,156170,figline valdarno," italy""",28.0
8722,50656,firenze," italy""",18.0
14834,85698,firenze," italy""",25.0
47541,274546,firenze," italy""",26.0
34502,200190,firenze," italy""",30.0
33523,194002,firenze," italy""",33.0
5896,34398,firenze," italy""",35.0
10104,58231,firenze," italy""",39.0
1312,7714,firenze," italy""",
1862,11473,firenze," italy""",
5969,34810,firenze," italy""",
10055,57950,firenze," italy""",
12538,71915,firenze," italy""",
14273,82511,firenze," italy""",
16993,98348,firenze," italy""",
17632,102059,firenze," italy""",
30528,175967,firenze," italy""",
38821,224667,firenze," italy""",
40532,234597,firenze," italy""",
42560,245440,firenze," italy""",
47761,275910,firenze," italy""",
17149,99086,florence," italy""",27.0
33739,195250,florence," italy""",32.0
4033,24401,florence," italy""",38.0
29575,170696,florence," italy""",40.0
37844,219133,florence," italy""",55.0
38179,221282,foggia," italy""",
31380,180958,foligno," italy""",34.0
24757,142440,forte dei marmi," italy""",
3138,19440,frascati," italy""",34.0
5607,32761,garbagnate," italy""",20.0
33101,191683,garbagnate m.se," italy""",
21397,123746,garbagnate milanese," italy""",34.0
3223,19983,genova," italy""",25.0
47806,276147,genova," italy""",26.0
27660,159687,genova," italy""",27.0
33602,194473,genova," italy""",29.0
23741,136560,genova," italy""",31.0
17038,98572,genova," italy""",37.0
33671,194809,genova," italy""",43.0
13730,79189,genova," italy""",
15425,89144,genova," italy""",
15639,90569,genova," italy""",
29435,170011,genova," italy""",
30000,173099,genova," italy""",
47175,271913,genzano di roma," italy""",21.0
23564,135791,gorle," italy""",30.0
8834,51342,grosseto," italy""",21.0
45382,261641,grosseto," italy""",52.0
23938,137803,kaltern/caldaro (bz)," italy""",27.0
32679,188967,l`aquila," italy""",30.0
765,4524,la spezia," italy""",26.0
3373,20871,laives (bz)," italy""",
12983,74757,latina," italy""",
41684,240871,latina," italy""",
8496,49294,laveno mombello (va)," italy""",42.0
3556,21774,lecco," italy""",21.0
10927,62796,lipari," italy""",50.0
12893,74201,livorno," italy""",39.0
27147,156243,livorno," italy""",40.0
31404,181078,livorno," italy""",
12758,73425,loiano (bo)," italy""",
34049,197304,maerne," italy""",32.0
15264,88232,marano di napoli," italy""",56.0
47362,273328,melbourne," italy""",47.0
8226,47512,melzo," italy""",28.0
33612,194514,melzo," italy""",36.0
38874,225134,merano," italy""",
6462,37398,merate," italy""",
44746,257823,mezzolombardo," italy""",
517,2996,milan," italy""",21.0
42653,245998,milan," italy""",22.0
18334,106155,milan," italy""",27.0
47176,271935,milan," italy""",27.0
36311,209838,milan," italy""",29.0
12212,70019,milan," italy""",30.0
14536,83879,milan," italy""",35.0
3791,23068,milan," italy""",39.0
46446,268002,milan," italy""",57.0
7006,40480,milan," italy""",
7550,43450,milan," italy""",
9476,54798,milan," italy""",
26656,153200,milan," italy""",
38321,222163,milan," italy""",
39866,230789,milan," italy""",
32023,184845,milano," italy""",23.0
28723,165964,milano," italy""",26.0
30485,175673,milano," italy""",27.0
11693,67173,milano," italy""",28.0
27261,157068,milano," italy""",29.0
2629,16220,milano," italy""",30.0
16596,95738,milano," italy""",30.0
30138,173928,milano," italy""",30.0
1502,8931,milano," italy""",31.0
4697,28168,milano," italy""",31.0
12374,70996,milano," italy""",31.0
14911,86140,milano," italy""",31.0
18634,108026,milano," italy""",31.0
484,2738,milano," italy""",32.0
41682,240854,milano," italy""",32.0
3698,22530,milano," italy""",34.0
24344,139916,milano," italy""",35.0
45475,262232,milano," italy""",38.0
22305,128600,milano," italy""",39.0
41681,240846,milano," italy""",40.0
26366,151630,milano," italy""",41.0
36579,211432,milano," italy""",42.0
9018,52307,milano," italy""",43.0
45131,260059,milano," italy""",44.0
18294,105955,milano," italy""",47.0
8446,48982,milano," italy""",59.0
1755,10765,milano," italy""",
8664,50286,milano," italy""",
8966,52001,milano," italy""",
9477,54801,milano," italy""",
23423,134974,milano," italy""",
24068,138529,milano," italy""",
26694,153382,milano," italy""",
33280,192651,milano," italy""",
34222,198480,milano," italy""",
10923,62778,modena," italy""",22.0
12618,72456,modena," italy""",25.0
22435,129422,modena," italy""",26.0
15015,86770,modena," italy""",
18834,109198,mogliano veneto," italy""",28.0
16519,95336,moncioni - valdarno," italy""",38.0
42261,243999,monforte d`alba," italy""",57.0
23465,135196,montefiascone," italy""",
45406,261771,montefiascone," italy""",
39092,226419,montegrotto terme," italy""",31.0
478,2685,monteporzio catone(roma)," italy""",21.0
15427,89179,montevarchi," italy""",31.0
5831,34019,montevarchi," italy""",34.0
34949,203031,monza," italy""",29.0
35183,204387,monza," italy""",33.0
41289,238761,monza," italy""",
28540,164872,motta," italy""",33.0
33045,191381,motta visconti," italy""",39.0
45393,261713,napoli," italy""",25.0
42308,244241,napoli," italy""",30.0
41543,240156,napoli," italy""",
41702,240990,norwich," italy""",
46067,266000,noviglio," italy""",39.0
2346,14464,paderno dugnano," italy""",24.0
11039,63522,padova," italy""",24.0
7788,44855,padova," italy""",25.0
32266,186656,padova," italy""",26.0
22853,131747,padova," italy""",27.0
15736,91135,padova," italy""",28.0
831,5079,padova," italy""",29.0
1039,6295,padova," italy""",30.0
2995,18464,padova," italy""",32.0
11541,66327,padova," italy""",33.0
21683,125320,padova," italy""",34.0
13286,76544,padova," italy""",
18545,107415,padova," italy""",
27353,157677,padova," italy""",
32935,190672,padova," italy""",
10726,61656,palermo," italy""",30.0
31806,183574,palermo," italy""",31.0
35493,205977,parma," italy""",21.0
28490,164565,parma," italy""",27.0
35482,205929,pavia," italy""",18.0
2959,18294,pavia," italy""",35.0
34932,202842,pavia," italy""",
45846,264555,penia di canazei," italy""",29.0
31523,181802,pergine valsugana," italy""",
32455,187779,perugia," italy""",27.0
43597,251342,perugia," italy""",27.0
11809,67718,perugia," italy""",45.0
23446,135090,pescara," italy""",32.0
4207,25443,pescara," italy""",33.0
39737,230016,pescara," italy""",35.0
2128,13088,piacenza," italy""",14.0
14749,85240,piacenza," italy""",23.0
28791,166473,piacenza," italy""",
37096,214809,piacenza," italy""",
3797,23124,pieve emanuele," italy""",22.0
27553,158966,piossasco," italy""",
40522,234530,pisa," italy""",28.0
28905,167201,pisa," italy""",35.0
27621,159429,pisa," italy""",53.0
9974,57447,pont canavese (to)," italy""",38.0
26178,150547,pordenone," italy""",26.0
39719,229899,pordenone," italy""",26.0
31211,179857,pozzolengo," italy""",41.0
11491,65956,priverno," italy""",22.0
41661,240737,prov. di brescia," italy""",29.0
15700,90939,prov. di trento," italy""",
37154,215176,quartu sant`elena," italy""",
45584,262896,rapallo," italy""",21.0
45623,263168,rapallo," italy""",
23761,136687,ravenna," italy""",31.0
15638,90533,ravenna," italy""",
17794,103032,ravenna," italy""",
2520,15673,reggio emilia," italy""",24.0
27644,159568,reggio emilia," italy""",28.0
23796,136911,reggio emilia," italy""",
28583,165149,reggio emilia," italy""",
40255,233050,rignano sull`arno," italy""",
42637,245922,rivoli," italy""",38.0
33587,194403,rolo," italy""",20.0
40600,234952,roma," italy""",17.0
31290,180430,roma," italy""",19.0
41610,240494,roma," italy""",19.0
35391,205448,roma," italy""",22.0
44360,255717,roma," italy""",22.0
39991,231527,roma," italy""",23.0
26039,149548,roma," italy""",24.0
28954,167517,roma," italy""",25.0
12947,74559,roma," italy""",26.0
35278,204860,roma," italy""",26.0
759,4435,roma," italy""",30.0
6391,37034,roma," italy""",30.0
20251,117109,roma," italy""",32.0
41530,240100,roma," italy""",32.0
659,3816,roma," italy""",33.0
1188,6998,roma," italy""",33.0
26263,151050,roma," italy""",33.0
33190,192150,roma," italy""",33.0
919,5639,roma," italy""",34.0
45853,264613,roma," italy""",34.0
6246,36250,roma," italy""",36.0
39622,229358,roma," italy""",36.0
27411,158078,roma," italy""",38.0
35299,204971,roma," italy""",38.0
32678,188952,roma," italy""",39.0
45886,264836,roma," italy""",39.0
3314,20499,roma," italy""",40.0
2408,14945,roma," italy""",42.0
31569,182080,roma," italy""",44.0
41795,241531,roma," italy""",67.0
71,460,roma," italy""",
520,3017,roma," italy""",
3047,18753,roma," italy""",
7912,45508,roma," italy""",
9021,52313,roma," italy""",
23934,137776,roma," italy""",
28906,167211,roma," italy""",
29889,172416,roma," italy""",
30690,176916,roma," italy""",
31964,184458,roma," italy""",
37128,215003,roma," italy""",
42683,246207,roma," italy""",
45848,264564,roma," italy""",
47706,275567,roma," italy""",
47861,276439,roma," italy""",
47923,276875,roma," italy""",
48070,277712,roma," italy""",
41472,239735,roma e messina," italy""",25.0
1036,6274,rome," italy""",22.0
7030,40635,rome," italy""",22.0
42103,243091,rome," italy""",24.0
7230,41731,rome," italy""",29.0
39826,230547,rome," italy""",29.0
43228,249351,rome," italy""",31.0
745,4334,rome," italy""",38.0
29189,168747,rome," italy""",44.0
40715,235697,rome," italy""",45.0
11502,66085,rome," italy""",
11608,66690,rome," italy""",
23447,135091,rome," italy""",
29693,171286,rome," italy""",
34037,197226,rome," italy""",
9290,53686,rovato," italy""",32.0
21131,122193,rozzano," italy""",41.0
38855,224985,san daniele del friuli," italy""",24.0
23020,132582,san donato milanese," italy""",20.0
27236,156840,san donato milanese," italy""",36.0
45632,263250,san giorgio a cremano," italy""",29.0
37232,215605,san giorgio a cremano," italy""",30.0
20629,119171,san giuliano milanese," italy""",28.0
33046,191398,sanremo," italy""",35.0
6867,39527,santeramo in colle," italy""",32.0
4685,28097,sassari," italy""",33.0
32937,190687,segrate," italy""",24.0
28489,164561,segrate," italy""",37.0
14041,81256,senago," italy""",
10707,61532,sesto s. giovanni," italy""",
31966,184473,siena," italy""",21.0
21421,123832,siena," italy""",29.0
1992,12365,siena," italy""",
23239,133835,siena," italy""",
43817,252507,siena," italy""",
10478,60142,sigonella," italy""",39.0
4876,29125,siracusa," italy""",22.0
28087,162268,siracusa," italy""",28.0
1996,12387,sordevolo (bi)," italy""",21.0
47416,273703,spring hill," italy""",56.0
15512,89762,taranto," italy""",
24717,142172,taranto," italy""",
27979,161694,torino," italy""",21.0
3959,24012,torino," italy""",23.0
38010,220302,torino," italy""",25.0
13223,76190,torino," italy""",27.0
41423,239473,torino," italy""",29.0
7911,45504,torino," italy""",32.0
17496,101245,torino," italy""",40.0
8770,50928,torino," italy""",43.0
37205,215453,torino," italy""",48.0
7671,44107,torino," italy""",
13214,76124,torino," italy""",
13462,77629,torino," italy""",
22705,130955,torino," italy""",
23511,135428,torino," italy""",
33043,191341,torino," italy""",
33129,191815,tradate," italy""",20.0
33029,191239,tradate," italy""",
9302,53781,trapani," italy""",21.0
44024,253670,trento," italy""",25.0
23794,136908,trento," italy""",30.0
34045,197276,treviso," italy""",40.0
30605,176444,tribano," italy""",29.0
39708,229816,trieste," italy""",25.0
15636,90515,trieste," italy""",26.0
838,5146,trieste," italy""",28.0
7648,43955,trieste," italy""",37.0
3111,19244,trieste," italy""",
3684,22453,trieste," italy""",
21755,125757,trieste," italy""",
23004,132498,trieste," italy""",
40756,235925,turin," italy""",29.0
45763,264111,udine," italy""",30.0
12850,74000,urbino," italy""",21.0
42061,242879,varese," italy""",34.0
47418,273708,varese," italy""",
47169,271890,venecia," italy""",
32610,188556,venezia," italy""",23.0
34044,197274,venezia," italy""",33.0
27197,156548,venezia," italy""",
40674,235462,venice," italy""",32.0
18271,105803,venice," italy""",33.0
14545,83950,vercelli," italy""",41.0
33044,191346,vercelli," italy""",47.0
3116,19281,via giacomo bove 30/a roma," italy""",34.0
33349,192992,vicenza," italy""",18.0
33768,195443,vicenza," italy""",22.0
34096,197693,vicenza," italy""",25.0
33832,196024,vicenza," italy""",40.0
34573,200593,vicenza," italy""",
3107,19206,villar dora (to)," italy""",38.0
33732,195211,vimercate," italy""",53.0
15171,87705,volpiano (torino)," italy""",58.0
7718,44435,kingston," jamaica""",37.0
42646,245958,camp foster," japan""",23.0
13100,75436,grand rapids," japan""",
45726,263842,hirosaki," japan""",39.0
44084,254067,kadena," japan""",14.0
40851,236413,kadena," japan""",48.0
8422,48779,kadena air base," japan""",43.0
5047,30191,kamakura," japan""",57.0
26173,150482,katsuyama," japan""",24.0
2635,16246,kitakyushu," japan""",32.0
19004,110222,kobe," japan""",16.0
35382,205395,kyoto," japan""",30.0
24812,142745,kyoto," japan""",38.0
15751,91261,kyoto," japan""",43.0
747,4343,matsudo," japan""",38.0
44821,258280,matsuyama-shi," japan""",30.0
18980,110092,misato," japan""",
3156,19558,misawa," japan""",
6638,38217,mitaka," japan""",
22750,131181,moriya," japan""",26.0
33778,195529,nagano," japan""",
29159,168601,nagano-shi," japan""",
11775,67562,narita," japan""",
18119,104875,neyagawa," japan""",28.0
2106,12965,nishinomiya," japan""",25.0
34281,198807,okinawa," japan""",
32332,187018,okinawa city," japan""",23.0
1889,11619,okinawa city," japan""",
19077,110609,osaka," japan""",32.0
26559,152697,otsu," japan""",
41156,238044,sapporo," japan""",
20689,119509,seki city," japan""",
42123,243216,suginami-ku," japan""",24.0
25560,146747,sumoto," japan""",
6276,36413,takahagi," japan""",32.0
48248,278554,takasaki," japan""",22.0
42708,246324,tokuyama," japan""",
9794,56451,tokyo," japan""",28.0
36350,210051,tokyo," japan""",29.0
19696,114178,tokyo," japan""",30.0
6227,36169,tokyo," japan""",36.0
37921,219687,tokyo," japan""",44.0
45837,264505,tokyo," japan""",44.0
24693,142057,tokyo," japan""",49.0
42566,245463,tokyo," japan""",52.0
28720,165932,tokyo," japan""",
31924,184241,tokyo," japan""",
33797,195754,tokyo," japan""",
38348,222292,tokyo," japan""",
47108,271493,tokyo," japan""",
15805,91617,tondabayashi-shi," japan""",65.0
26712,153512,tottori," japan""",26.0
11199,64312,tsuruoka," japan""",40.0
42056,242844,utsunomiya," japan""",29.0
5326,31361,yamato-shi," japan""",
27019,155317,yokohama," japan""",24.0
13158,75770,yokosuka," japan""",23.0
45865,264665,yokosuka," japan""",
46011,265643,zushi," japan""",34.0
41771,241405,," japan""",
39443,228299,st martin," jersey""",36.0
1665,10138,st ouen," jersey""",41.0
19924,115357,st ouen," jersey""",
20789,120350,ottawa," k1c7b1""",
21514,124442,almaty," kazakhstan""",
12515,71812,nairobi," kenya""",29.0
44978,259230,nairobi," kenya""",
27765,160431,nairobi-karen," kenya""",38.0
43806,252446,bakersfield," kern""",
35107,203918,ahmedi," kuwait""",17.0
40256,233052,camp fox," kuwait""",
17047,98628,kuwait," kuwait""",17.0
23536,135624,kuwait," kuwait""",25.0
27624,159455,salmiya," kuwait""",
5087,30373,," kuwait""",
42795,246876,genova," l`italia""",
32743,189448,hyeres," la france""",35.0
22410,129289,vientiane," laos""",
474,2665,balozi," latvia""",
8013,46143,vancouver," lkjlj""",
39016,225897,rockville," los estados unidos de norte america""",
24739,142329,am sueden," luxembourg""",96.0
31802,183560,bascharage," luxembourg""",
29802,171988,biwer," luxembourg""",31.0
9634,55583,ettelbruck," luxembourg""",25.0
36838,213127,howald," luxembourg""",32.0
10034,57850,howald," luxembourg""",33.0
43719,251964,luxembourg," luxembourg""",25.0
40598,234941,luxembourg," luxembourg""",28.0
22811,131510,luxembourg," luxembourg""",31.0
46529,268405,merl," luxembourg""",31.0
4326,26124,tuntange," luxembourg""",32.0
10047,57924,wallendorf-pont," luxembourg""",27.0
27737,160241,kumanovo," macedonia""",18.0
36213,209389,tamatave," madagascar""",34.0
27774,160509,batu pahat," malaysia""",21.0
930,5709,bayan lepas," malaysia""",15.0
894,5483,bayan lepas," malaysia""",20.0
32516,188057,bukit jalil," malaysia""",
15192,87885,butterworth," malaysia""",
28106,162399,george town," malaysia""",28.0
46812,269841,georgetown," malaysia""",16.0
18887,109503,georgetown," malaysia""",32.0
7844,45165,gorgetown," malaysia""",13.0
31923,184237,ipoh," malaysia""",16.0
47544,274602,ipoh," malaysia""",18.0
13875,80135,ipoh," malaysia""",29.0
20379,117724,ipoh," malaysia""",40.0
13280,76498,jerentut," malaysia""",
18438,106715,kajang," malaysia""",26.0
2929,18067,kajang," malaysia""",33.0
13711,79066,kajang," malaysia""",74.0
32650,188779,kepala batas," malaysia""",42.0
37591,217566,kl," malaysia""",16.0
6255,36286,kl," malaysia""",21.0
1327,7864,klang," malaysia""",17.0
32615,188589,klang," malaysia""",20.0
46347,267510,klang," malaysia""",23.0
7759,44663,klang," malaysia""",
27156,156308,klang," malaysia""",
17472,101081,kota bharu," malaysia""",18.0
27242,156919,kota bharu," malaysia""",29.0
26537,152579,kota kinabalu," malaysia""",22.0
9484,54826,kota kinabalu," malaysia""",23.0
38276,221903,kota kinabalu," malaysia""",23.0
39884,230900,kota kinabalu," malaysia""",26.0
29953,172837,kuala lumpur," malaysia""",16.0
39369,227898,kuala lumpur," malaysia""",17.0
41248,238557,kuala lumpur," malaysia""",21.0
18144,105028,kuala lumpur," malaysia""",22.0
18152,105097,kuala lumpur," malaysia""",23.0
26759,153818,kuala lumpur," malaysia""",26.0
27024,155343,kuala lumpur," malaysia""",26.0
3970,24082,kuala lumpur," malaysia""",28.0
23395,134837,kuala lumpur," malaysia""",28.0
10115,58290,kuala lumpur," malaysia""",29.0
28672,165637,kuala lumpur," malaysia""",29.0
15741,91184,kuala lumpur," malaysia""",31.0
38771,224366,kuala lumpur," malaysia""",33.0
31176,179662,kuala lumpur," malaysia""",36.0
3924,23835,kuala lumpur," malaysia""",42.0
36462,210772,kuala lumpur," malaysia""",44.0
43194,249140,kuala lumpur," malaysia""",46.0
2619,16155,kuala lumpur," malaysia""",47.0
521,3026,kuala lumpur," malaysia""",
6490,37538,kuala lumpur," malaysia""",
8241,47635,kuala lumpur," malaysia""",
9448,54622,kuala lumpur," malaysia""",
11805,67704,kuala lumpur," malaysia""",
12168,69772,kuala lumpur," malaysia""",
12967,74664,kuala lumpur," malaysia""",
21612,124949,kuala lumpur," malaysia""",
27605,159308,kuala lumpur," malaysia""",
42495,245128,kuching," malaysia""",23.0
18513,107219,kuching," malaysia""",24.0
32611,188557,kuching," malaysia""",25.0
42843,247129,kuching," malaysia""",26.0
2669,16504,kuching," malaysia""",28.0
40563,234765,kuching," malaysia""",28.0
46281,267173,kuching," malaysia""",28.0
32065,185140,kuching," malaysia""",29.0
11650,66942,kuching," malaysia""",31.0
42095,243058,kuching," malaysia""",
30370,175134,labuan," malaysia""",25.0
13528,77940,melaka," malaysia""",
37691,218221,miri," malaysia""",18.0
25338,145644,miri," malaysia""",24.0
23848,137236,nibong tebal," malaysia""",18.0
9601,55445,penang," malaysia""",
38442,222803,penang," malaysia""",
47934,276953,petaling jaya," malaysia""",18.0
46575,268657,petaling jaya," malaysia""",20.0
21039,121606,petaling jaya," malaysia""",23.0
19706,114217,petaling jaya," malaysia""",24.0
41551,240213,petaling jaya," malaysia""",24.0
