,User-ID,User-Age,num_ratings
9151,87459,13.0,1
9152,87473,28.0,3
9153,87491,13.0,1
9154,87493,27.0,1
9155,87505,56.0,1
9156,87511,19.0,1
9157,87514,55.0,1
9158,87526,25.0,1
9159,87530,60.0,1
9160,87540,52.0,15
9161,87555,31.0,70
9162,87573,34.0,1
9163,87579,38.0,7
9164,87588,25.0,1
9165,87610,45.0,3
9166,87617,27.0,1
9167,87632,47.0,1
9168,87649,57.0,1
9169,87652,38.0,2
9170,87654,44.0,1
9171,87657,26.0,1
9172,87661,62.0,1
9173,87665,33.0,3
9174,87672,51.0,3
9175,87688,35.0,8
9176,87690,36.0,6
9177,87695,22.0,1
9178,87705,58.0,2
9179,87707,23.0,7
9180,87712,19.0,41
9181,87729,24.0,6
9182,87742,32.0,1
9183,87746,52.0,2
9184,87747,23.0,4
9185,87770,14.0,1
9186,87776,34.0,1
9187,87820,49.0,12
9188,87825,40.0,3
9189,87859,29.0,4
9190,87875,30.0,3
9191,87879,37.0,1
9192,87900,27.0,1
9193,87901,54.0,1
9194,87906,32.0,1
9195,87911,20.0,21
9196,87929,25.0,11
9197,87931,47.0,1
9198,87938,15.0,40
9199,87942,22.0,1
9200,87948,54.0,5
9201,87949,44.0,19
9202,87954,31.0,3
9203,87960,48.0,1
9204,87962,50.0,1
9205,87964,56.0,26
9206,87968,28.0,1
9207,87973,61.0,1
9208,87974,25.0,10
9209,87975,20.0,1
9210,88006,27.0,4
9211,88022,34.0,2
9212,88029,47.0,6
9213,88031,33.0,1
9214,88041,57.0,2
9215,88042,27.0,1
9216,88059,29.0,1
9217,88066,21.0,1
9218,88072,35.0,1
9219,88078,18.0,1
9220,88096,16.0,1
9221,88098,26.0,1
9222,88103,56.0,1
9223,88106,17.0,1
9224,88109,58.0,5
9225,88118,56.0,2
9226,88122,30.0,19
9227,88123,53.0,4
9228,88142,19.0,1
9229,88146,43.0,2
9230,88159,44.0,1
9231,88161,27.0,3
9232,88170,38.0,6
9233,88175,26.0,1
9234,88185,48.0,1
9235,88187,36.0,8
9236,88200,30.0,1
9237,88203,23.0,1
9238,88208,32.0,1
9239,88212,27.0,1
9240,88229,44.0,24
9241,88232,56.0,4
9242,88240,46.0,1
9243,88249,49.0,1
9244,88254,35.0,1
9245,88255,47.0,2
9246,88256,37.0,1
9247,88283,24.0,64
9248,88299,20.0,5
9249,88304,27.0,1
9250,88320,30.0,2
9251,88326,19.0,3
9252,88335,63.0,1
9253,88360,37.0,3
9254,88379,25.0,1
9255,88389,77.0,16
9256,88390,27.0,1
9257,88395,40.0,1
9258,88396,25.0,1
9259,88402,29.0,1
9260,88404,24.0,1
9261,88412,36.0,30
9262,88421,25.0,1
9263,88430,49.0,1
9264,88433,43.0,1
9265,88435,19.0,13
9266,88468,38.0,1
9267,88481,48.0,1
9268,88488,23.0,1
9269,88499,25.0,1
9270,88565,48.0,3
9271,88594,38.0,1
9272,88620,27.0,16
9273,88640,74.0,1
9274,88643,59.0,1
9275,88652,83.0,28
9276,88668,19.0,3
9277,88677,44.0,64
9278,88683,82.0,1
9279,88693,30.0,124
9280,88704,54.0,1
9281,88729,31.0,4
9282,88734,31.0,3
9283,88755,59.0,3
9284,88757,43.0,1
9285,88767,41.0,3
9286,88784,55.0,1
9287,88793,25.0,49
9288,88812,53.0,3
9289,88813,21.0,1
9290,88817,36.0,4
9291,88825,19.0,1
9292,88828,40.0,1
9293,88841,46.0,1
9294,88842,26.0,2
9295,88843,55.0,1
9296,88847,17.0,3
9297,88852,30.0,1
9298,88863,58.0,1
9299,88871,43.0,3
9300,88879,45.0,4
9301,88882,29.0,2
9302,88887,55.0,1
9303,88897,33.0,1
9304,88900,37.0,1
9305,88933,32.0,1
9306,88937,39.0,29
9307,88946,33.0,2
9308,88976,43.0,5
9309,88979,44.0,6
9310,88993,76.0,9
9311,89006,32.0,1
9312,89024,27.0,2
9313,89059,62.0,4
9314,89069,60.0,3
9315,89071,14.0,1
9316,89077,34.0,1
9317,89086,40.0,1
9318,89117,43.0,1
9319,89119,46.0,1
9320,89134,39.0,2
9321,89138,46.0,1
9322,89179,31.0,5
9323,89188,46.0,2
9324,89192,34.0,9
9325,89207,26.0,12
9326,89248,33.0,3
9327,89255,48.0,1
9328,89257,37.0,1
9329,89266,38.0,2
9330,89278,44.0,1
9331,89306,48.0,2
9332,89307,61.0,21
9333,89310,28.0,1
9334,89320,60.0,1
9335,89325,34.0,1
9336,89326,48.0,1
9337,89332,42.0,1
9338,89339,37.0,1
9339,89346,38.0,2
9340,89361,25.0,4
9341,89377,70.0,1
9342,89394,25.0,1
9343,89398,48.0,1
9344,89406,35.0,2
9345,89412,26.0,1
9346,89435,33.0,1
9347,89447,53.0,1
9348,89452,24.0,1
9349,89453,38.0,1
9350,89472,16.0,1
9351,89475,26.0,4
9352,89477,53.0,1
9353,89481,43.0,2
9354,89493,55.0,1
9355,89507,30.0,18
9356,89509,24.0,1
9357,89522,28.0,1
9358,89525,49.0,1
9359,89551,29.0,23
9360,89558,28.0,5
9361,89583,26.0,1
9362,89631,45.0,1
9363,89632,39.0,2
9364,89651,56.0,2
9365,89653,54.0,1
9366,89670,31.0,2
9367,89687,34.0,1
9368,89711,44.0,1
9369,89761,54.0,3
9370,89829,19.0,1
9371,89852,23.0,8
9372,89854,42.0,1
9373,89856,31.0,2
9374,89863,42.0,1
9375,89867,28.0,13
9376,89869,40.0,8
9377,89873,66.0,1
9378,89874,33.0,8
9379,89882,17.0,1
9380,89885,30.0,1
9381,89891,34.0,2
9382,89892,39.0,1
9383,89899,21.0,1
9384,89901,34.0,1
9385,89905,35.0,3
9386,89909,14.0,1
9387,89911,17.0,4
9388,89917,31.0,2
9389,89922,32.0,5
9390,89930,39.0,2
9391,89945,73.0,5
9392,89979,23.0,1
9393,89986,16.0,1
9394,90002,58.0,1
9395,90014,54.0,2
9396,90025,54.0,1
9397,90031,23.0,1
9398,90037,50.0,1
9399,90046,25.0,1
9400,90049,30.0,21
9401,90066,46.0,2
9402,90072,27.0,1
9403,90075,57.0,9
9404,90088,28.0,2
9405,90090,26.0,1
9406,90105,35.0,8
9407,90130,36.0,1
9408,90134,31.0,2
9409,90135,35.0,1
9410,90137,40.0,10
9411,90139,39.0,1
9412,90148,33.0,1
9413,90150,48.0,1
9414,90165,22.0,1
9415,90167,37.0,1
9416,90170,21.0,2
9417,90173,44.0,1
9418,90174,30.0,12
9419,90192,30.0,5
9420,90198,34.0,25
9421,90205,16.0,1
9422,90211,66.0,1
9423,90221,37.0,1
9424,90223,19.0,1
9425,90232,23.0,23
9426,90249,54.0,1
9427,90271,29.0,2
9428,90277,23.0,8
9429,90279,30.0,2
9430,90285,46.0,2
9431,90286,26.0,3
9432,90297,30.0,3
9433,90300,34.0,4
9434,90320,36.0,1
9435,90326,63.0,1
9436,90332,38.0,1
9437,90333,30.0,4
9438,90358,20.0,3
9439,90362,37.0,1
9440,90391,41.0,20
9441,90397,28.0,3
9442,90405,32.0,2
9443,90413,30.0,1
9444,90417,40.0,24
9445,90423,50.0,4
9446,90431,68.0,1
9447,90433,46.0,1
9448,90448,55.0,1
9449,90469,24.0,1
9450,90471,31.0,8
9451,90474,21.0,2
9452,90481,48.0,6
9453,90488,53.0,1
9454,90491,23.0,1
9455,90512,34.0,2
9456,90515,26.0,1
9457,90517,41.0,8
9458,90609,20.0,1
9459,90614,30.0,9
9460,90635,29.0,1
9461,90645,40.0,1
9462,90646,27.0,1
9463,90653,29.0,12
9464,90668,33.0,1
9465,90685,42.0,2
9466,90694,36.0,3
9467,90695,22.0,2
9468,90708,23.0,3
9469,90711,44.0,1
9470,90712,34.0,2
9471,90722,19.0,1
9472,90731,29.0,13
9473,90736,37.0,4
9474,90743,18.0,8
9475,90744,20.0,1
9476,90751,33.0,1
9477,90752,35.0,1
9478,90756,35.0,1
9479,90761,33.0,1
9480,90763,42.0,1
9481,90771,22.0,1
9482,90775,18.0,1
9483,90776,18.0,11
9484,90791,27.0,1
9485,90793,30.0,5
9486,90797,30.0,1
9487,90809,62.0,1
9488,90830,41.0,2
9489,90839,36.0,4
9490,90842,22.0,1
9491,90883,36.0,1
9492,90905,22.0,2
9493,90915,49.0,7
9494,90966,45.0,4
9495,90984,37.0,1
9496,91002,37.0,22
9497,91005,32.0,1
9498,91017,54.0,14
9499,91023,35.0,4
9500,91026,40.0,8
9501,91033,42.0,1
9502,91045,53.0,1
9503,91047,33.0,1
9504,91049,21.0,2
9505,91050,24.0,3
9506,91054,15.0,1
9507,91058,63.0,24
9508,91083,35.0,1
9509,91087,70.0,1
9510,91097,52.0,3
9511,91100,33.0,1
9512,91103,35.0,41
9513,91112,36.0,1
9514,91113,26.0,116
9515,91115,37.0,1
9516,91119,41.0,11
9517,91130,39.0,15
9518,91135,28.0,2
9519,91157,21.0,1
9520,91164,31.0,3
9521,91184,31.0,52
9522,91203,30.0,17
9523,91210,20.0,1
9524,91221,46.0,2
9525,91244,35.0,2
9526,91246,36.0,2
9527,91251,35.0,3
9528,91254,30.0,1
9529,91258,30.0,5
9530,91261,43.0,1
9531,91263,24.0,5
9532,91278,34.0,1
9533,91279,34.0,1
9534,91281,18.0,4
9535,91282,36.0,1
9536,91283,58.0,2
9537,91322,49.0,1
9538,91326,66.0,1
9539,91327,63.0,1
9540,91340,37.0,1
9541,91341,54.0,8
9542,91342,29.0,40
9543,91391,57.0,1
9544,91404,50.0,1
9545,91405,17.0,2
9546,91423,45.0,1
9547,91424,51.0,1
9548,91425,22.0,4
9549,91428,27.0,5
9550,91430,20.0,1
9551,91437,29.0,1
9552,91449,34.0,9
9553,91451,52.0,3
9554,91456,52.0,3
9555,91484,16.0,1
9556,91490,26.0,1
9557,91491,26.0,9
9558,91494,34.0,1
9559,91533,35.0,1
9560,91537,16.0,1
9561,91553,34.0,4
9562,91554,47.0,1
9563,91557,61.0,1
9564,91569,52.0,2
9565,91576,31.0,4
9566,91612,45.0,1
9567,91614,21.0,1
9568,91617,65.0,1
9569,91645,28.0,1
9570,91647,49.0,18
9571,91648,39.0,1
9572,91660,27.0,1
9573,91675,40.0,3
9574,91681,44.0,1
9575,91685,52.0,5
9576,91692,53.0,4
9577,91709,69.0,1
9578,91720,72.0,1
9579,91759,45.0,1
9580,91762,34.0,1
9581,91769,49.0,1
9582,91792,32.0,5
9583,91802,48.0,1
9584,91814,38.0,1
9585,91818,20.0,1
9586,91821,35.0,1
9587,91851,33.0,1
9588,91864,21.0,1
9589,91875,24.0,6
9590,91877,21.0,3
9591,91878,36.0,1
9592,91882,36.0,3
9593,91906,22.0,1
9594,91925,36.0,3
9595,91931,40.0,10
9596,91935,27.0,1
9597,91943,38.0,1
9598,91963,29.0,1
9599,91978,69.0,3
9600,92042,35.0,1
9601,92048,49.0,5
9602,92072,15.0,1
9603,92074,48.0,2
9604,92090,38.0,2
9605,92132,20.0,20
9606,92134,18.0,1
9607,92152,57.0,16
9608,92157,67.0,1
9609,92162,25.0,2
9610,92165,32.0,1
9611,92212,67.0,1
9612,92215,23.0,7
9613,92235,14.0,1
9614,92273,55.0,1
9615,92278,44.0,5
9616,92280,49.0,1
9617,92299,32.0,2
9618,92308,63.0,1
9619,92316,19.0,8
9620,92325,48.0,2
9621,92329,20.0,1
9622,92336,31.0,2
9623,92346,33.0,5
9624,92368,18.0,1
9625,92388,20.0,2
9626,92399,17.0,2
9627,92404,23.0,1
9628,92405,26.0,40
9629,92424,27.0,2
9630,92427,33.0,1
9631,92437,19.0,1
9632,92475,53.0,2
9633,92477,34.0,1
9634,92494,14.0,2
9635,92524,42.0,7
9636,92536,41.0,1
9637,92547,29.0,40
9638,92556,69.0,1
9639,92561,35.0,5
9640,92563,19.0,1
9641,92566,45.0,1
9642,92580,24.0,2
9643,92583,26.0,1
9644,92588,38.0,1
9645,92597,16.0,1
9646,92617,40.0,1
9647,92638,50.0,1
9648,92648,41.0,8
9649,92650,58.0,1
9650,92652,32.0,30
9651,92658,39.0,7
9652,92659,26.0,2
9653,92664,49.0,3
9654,92674,39.0,9
9655,92678,27.0,2
9656,92688,62.0,1
9657,92693,18.0,6
9658,92696,46.0,7
9659,92704,33.0,1
9660,92712,22.0,1
9661,92722,57.0,2
9662,92724,35.0,4
9663,92727,33.0,3
9664,92754,17.0,4
9665,92761,29.0,1
9666,92776,26.0,1
9667,92778,55.0,1
9668,92800,48.0,1
9669,92804,45.0,5
9670,92806,25.0,4
9671,92807,47.0,3
9672,92810,60.0,83
9673,92819,34.0,3
9674,92827,15.0,2
9675,92846,17.0,1
9676,92848,59.0,1
9677,92865,23.0,1
9678,92883,39.0,4
9679,92897,36.0,1
9680,92899,42.0,2
9681,92909,29.0,1
9682,92918,52.0,1
9683,92938,26.0,1
9684,92939,39.0,1
9685,92951,55.0,2
9686,93007,26.0,1
9687,93018,22.0,2
9688,93025,40.0,1
9689,93034,45.0,19
9690,93044,29.0,1
9691,93046,47.0,15
9692,93047,52.0,152
9693,93051,48.0,1
9694,93071,23.0,1
9695,93079,22.0,1
9696,93085,34.0,10
9697,93092,22.0,41
9698,93105,63.0,6
9699,93113,34.0,1
9700,93114,43.0,6
9701,93116,24.0,4
9702,93125,51.0,1
9703,93126,14.0,2
9704,93129,18.0,4
9705,93130,61.0,12
9706,93134,40.0,1
9707,93137,35.0,2
9708,93147,31.0,15
9709,93170,52.0,1
9710,93175,20.0,1
9711,93207,51.0,4
9712,93230,61.0,1
9713,93263,23.0,2
9714,93267,32.0,2
9715,93268,54.0,1
9716,93274,17.0,1
9717,93281,66.0,1
9718,93303,51.0,1
9719,93304,40.0,1
9720,93308,41.0,5
9721,93314,31.0,2
9722,93318,30.0,1
9723,93319,54.0,1
9724,93333,52.0,2
9725,93334,33.0,1
9726,93335,36.0,6
9727,93341,40.0,1
9728,93357,30.0,1
9729,93358,52.0,11
9730,93363,30.0,46
9731,93364,27.0,20
9732,93368,15.0,1
9733,93370,49.0,1
9734,93383,18.0,1
9735,93386,55.0,5
9736,93405,31.0,1
9737,93413,23.0,3
9738,93426,35.0,64
9739,93427,69.0,3
9740,93443,33.0,2
9741,93447,54.0,1
9742,93459,43.0,1
9743,93463,36.0,1
9744,93467,39.0,1
9745,93483,32.0,4
9746,93510,45.0,1
9747,93511,28.0,1
9748,93537,34.0,1
9749,93562,60.0,7
9750,93565,72.0,31
9751,93573,60.0,2
9752,93574,60.0,1
9753,93578,61.0,1
9754,93595,60.0,2
9755,93606,60.0,2
9756,93621,50.0,1
9757,93629,54.0,95
9758,93631,26.0,18
9759,93639,64.0,3
9760,93654,53.0,1
9761,93655,56.0,1
9762,93658,62.0,2
9763,93666,59.0,1
9764,93667,68.0,2
9765,93673,51.0,2
9766,93674,56.0,2
9767,93675,66.0,1
9768,93677,61.0,1
9769,93688,61.0,1
9770,93691,43.0,2
9771,93698,70.0,15
9772,93704,66.0,1
9773,93711,68.0,3
9774,93725,56.0,1
9775,93726,43.0,4
9776,93732,56.0,8
9777,93735,60.0,2
9778,93738,57.0,2
9779,93755,21.0,1
9780,93769,74.0,2
9781,93771,56.0,1
9782,93773,65.0,1
9783,93796,65.0,1
9784,93800,52.0,5
9785,93802,54.0,2
9786,93819,63.0,1
9787,93832,67.0,3
9788,93837,69.0,1
9789,93844,51.0,1
9790,93855,53.0,2
9791,93867,31.0,1
9792,93868,54.0,4
9793,93872,21.0,5
9794,93909,57.0,2
9795,93934,61.0,1
9796,93936,50.0,2
9797,93938,60.0,1
9798,93941,75.0,1
9799,93951,51.0,1
9800,93957,67.0,1
9801,93958,58.0,1
9802,93985,65.0,10
9803,93988,23.0,1
9804,93998,71.0,1
9805,94004,57.0,1
9806,94009,62.0,2
9807,94018,59.0,1
9808,94023,56.0,11
9809,94027,63.0,1
9810,94029,65.0,1
9811,94036,64.0,1
9812,94055,8.0,1
9813,94056,8.0,1
9814,94066,35.0,1
9815,94071,37.0,1
9816,94084,35.0,2
9817,94085,24.0,1
9818,94092,20.0,1
9819,94095,50.0,1
9820,94104,31.0,1
9821,94110,29.0,1
9822,94120,60.0,1
9823,94123,43.0,2
9824,94125,60.0,1
9825,94151,25.0,1
9826,94153,51.0,4
9827,94156,54.0,1
9828,94173,42.0,5
9829,94174,24.0,2
9830,94181,39.0,1
9831,94183,40.0,2
9832,94194,31.0,1
9833,94207,29.0,2
9834,94209,25.0,7
9835,94212,49.0,1
9836,94213,80.0,5
9837,94214,56.0,4
9838,94241,30.0,1
9839,94242,28.0,22
9840,94249,51.0,1
9841,94261,28.0,1
9842,94263,21.0,15
9843,94264,69.0,5
9844,94267,57.0,2
9845,94273,36.0,1
9846,94277,41.0,1
9847,94289,51.0,1
9848,94290,22.0,4
9849,94292,37.0,1
9850,94293,28.0,1
9851,94294,74.0,1
9852,94295,54.0,1
9853,94314,46.0,1
9854,94315,39.0,1
9855,94323,34.0,1
9856,94333,28.0,1
9857,94334,43.0,8
9858,94347,44.0,125
9859,94362,39.0,7
9860,94376,16.0,7
9861,94378,42.0,3
9862,94380,50.0,2
9863,94383,19.0,1
9864,94385,55.0,7
9865,94388,35.0,1
9866,94391,33.0,1
9867,94396,62.0,8
9868,94418,35.0,1
9869,94442,62.0,1
9870,94445,46.0,1
9871,94448,77.0,1
9872,94466,43.0,2
9873,94474,35.0,3
9874,94485,21.0,3
9875,94491,60.0,1
9876,94513,18.0,3
9877,94518,34.0,1
9878,94520,29.0,1
9879,94522,34.0,1
9880,94529,31.0,15
9881,94531,17.0,1
9882,94536,36.0,1
9883,94542,30.0,1
9884,94543,70.0,1
9885,94547,23.0,2
9886,94549,56.0,1
9887,94563,39.0,3
9888,94589,24.0,1
9889,94615,23.0,1
9890,94624,34.0,1
9891,94627,40.0,2
9892,94639,18.0,3
9893,94640,31.0,1
9894,94651,28.0,4
9895,94655,23.0,1
9896,94665,50.0,1
9897,94680,43.0,2
9898,94682,17.0,3
9899,94696,51.0,1
9900,94727,58.0,1
9901,94730,27.0,11
9902,94749,38.0,1
9903,94757,57.0,1
9904,94772,53.0,1
9905,94782,26.0,1
9906,94787,24.0,19
9907,94802,47.0,2
9908,94805,43.0,1
9909,94815,30.0,4
9910,94818,29.0,9
9911,94840,38.0,4
9912,94843,22.0,5
9913,94849,33.0,1
9914,94853,27.0,27
9915,94861,29.0,2
9916,94865,21.0,5
9917,94870,38.0,2
9918,94883,50.0,2
9919,94896,20.0,2
9920,94897,29.0,3
9921,94923,40.0,20
9922,94931,28.0,4
9923,94940,41.0,1
9924,94942,34.0,1
9925,94951,37.0,76
9926,94952,58.0,15
9927,94960,42.0,1
9928,94962,19.0,1
9929,94965,26.0,9
9930,94970,48.0,1
9931,94971,58.0,4
9932,94978,62.0,3
9933,94985,39.0,34
9934,94989,73.0,1
9935,94997,34.0,7
9936,94999,34.0,1
9937,95008,41.0,1
9938,95011,31.0,3
9939,95025,21.0,18
9940,95043,38.0,11
9941,95047,23.0,1
9942,95049,25.0,2
9943,95050,13.0,1
9944,95067,27.0,1
9945,95068,22.0,3
9946,95070,18.0,1
9947,95072,39.0,2
9948,95084,17.0,1
9949,95095,52.0,1
9950,95098,33.0,1
9951,95104,51.0,2
9952,95105,73.0,1
9953,95122,55.0,1
9954,95126,52.0,1
9955,95128,67.0,4
9956,95130,57.0,1
9957,95141,25.0,1
9958,95146,61.0,2
9959,95147,25.0,4
9960,95172,35.0,1
9961,95181,20.0,3
9962,95193,69.0,5
9963,95205,41.0,1
9964,95207,25.0,5
9965,95210,27.0,3
9966,95226,30.0,8
9967,95229,32.0,1
9968,95269,38.0,4
9969,95287,28.0,3
9970,95294,31.0,1
9971,95301,19.0,8
9972,95303,27.0,3
9973,95311,35.0,2
9974,95326,40.0,1
9975,95336,38.0,2
9976,95347,47.0,1
9977,95353,59.0,7
9978,95354,20.0,1
9979,95359,33.0,423
9980,95360,29.0,8
9981,95362,23.0,1
9982,95364,35.0,1
9983,95378,29.0,1
9984,95392,25.0,1
9985,95393,33.0,10
9986,95394,27.0,1
9987,95403,28.0,1
9988,95405,26.0,1
9989,95417,32.0,1
9990,95423,33.0,1
9991,95425,41.0,1
9992,95431,36.0,1
9993,95445,16.0,1
9994,95446,57.0,3
9995,95452,76.0,9
9996,95456,36.0,1
9997,95463,46.0,1
9998,95471,46.0,1
9999,95482,15.0,1
10000,95488,35.0,1
10001,95496,21.0,1
10002,95506,42.0,21
10003,95508,23.0,2
10004,95509,38.0,11
10005,95518,51.0,1
10006,95525,46.0,17
10007,95531,36.0,1
10008,95541,35.0,1
10009,95546,28.0,1
10010,95551,54.0,2
10011,95554,36.0,3
10012,95558,37.0,1
10013,95567,24.0,1
10014,95574,37.0,20
10015,95586,36.0,1
10016,95590,33.0,2
10017,95593,43.0,3
10018,95605,30.0,1
10019,95606,30.0,1
10020,95610,53.0,1
10021,95621,56.0,1
10022,95631,51.0,1
10023,95635,27.0,1
10024,95636,34.0,2
10025,95658,60.0,4
10026,95680,24.0,1
10027,95689,32.0,2
10028,95707,38.0,1
10029,95720,38.0,1
10030,95738,30.0,4
10031,95741,29.0,4
10032,95747,30.0,1
10033,95755,37.0,1
10034,95758,33.0,1
10035,95778,33.0,1
10036,95781,26.0,7
10037,95782,37.0,1
10038,95800,68.0,6
10039,95803,52.0,1
10040,95833,52.0,1
10041,95867,26.0,1
10042,95871,30.0,1
10043,95888,26.0,3
10044,95902,57.0,3
10045,95903,27.0,28
10046,95909,37.0,1
10047,95914,41.0,3
10048,95915,13.0,2
10049,95923,17.0,22
10050,95932,36.0,68
10051,95948,53.0,1
10052,95954,60.0,3
10053,95956,61.0,1
10054,95964,22.0,1
10055,95971,33.0,1
10056,95986,31.0,2
10057,95991,28.0,57
10058,95995,35.0,2
10059,96019,25.0,5
10060,96023,56.0,1
10061,96038,57.0,2
10062,96054,29.0,11
10063,96063,74.0,4
10064,96083,46.0,1
10065,96103,41.0,3
10066,96108,29.0,3
10067,96111,49.0,1
10068,96113,32.0,1
10069,96125,19.0,1
10070,96126,51.0,1
10071,96131,15.0,1
10072,96138,28.0,1
10073,96155,30.0,1
10074,96164,44.0,1
10075,96168,39.0,2
10076,96194,34.0,7
10077,96215,75.0,1
10078,96237,50.0,2
10079,96239,18.0,1
10080,96273,34.0,1
10081,96276,62.0,1
10082,96283,31.0,1
10083,96294,55.0,2
10084,96300,22.0,1
10085,96320,51.0,10
10086,96335,20.0,10
10087,96354,33.0,4
10088,96357,31.0,55
10089,96363,36.0,3
10090,96388,51.0,2
10091,96389,60.0,1
10092,96402,36.0,3
10093,96417,64.0,2
10094,96421,23.0,1
10095,96422,30.0,3
10096,96430,40.0,5
10097,96440,29.0,38
10098,96461,17.0,1
10099,96462,32.0,1
10100,96463,24.0,1
10101,96466,26.0,3
10102,96468,46.0,2
10103,96473,4.0,1
10104,96474,29.0,11
10105,96475,26.0,3
10106,96481,36.0,3
10107,96485,49.0,1
10108,96490,36.0,3
10109,96495,60.0,1
10110,96511,64.0,1
10111,96518,48.0,1
10112,96521,23.0,8
10113,96529,33.0,5
10114,96535,24.0,1
10115,96537,61.0,1
10116,96545,29.0,3
10117,96554,36.0,18
10118,96567,62.0,2
10119,96571,45.0,3
10120,96595,33.0,1
10121,96611,22.0,4
10122,96622,37.0,1
10123,96623,39.0,1
10124,96634,46.0,2
10125,96635,35.0,1
10126,96653,41.0,1
10127,96656,60.0,1
10128,96659,37.0,3
10129,96665,61.0,2
10130,96679,27.0,10
10131,96689,34.0,1
10132,96699,30.0,1
10133,96744,34.0,30
10134,96749,29.0,1
10135,96771,43.0,13
10136,96772,56.0,1
10137,96776,28.0,4
10138,96778,17.0,1
10139,96794,32.0,1
10140,96820,31.0,1
10141,96825,20.0,1
10142,96827,18.0,1
10143,96843,35.0,3
10144,96869,28.0,12
10145,96876,47.0,6
10146,96889,66.0,1
10147,96890,45.0,1
10148,96900,17.0,5
10149,96913,25.0,4
10150,96936,47.0,12
10151,96954,45.0,11
10152,96955,35.0,1
10153,96970,42.0,20
10154,96989,30.0,8
10155,96990,48.0,2
10156,97007,27.0,1
10157,97009,30.0,1
10158,97017,25.0,1
10159,97019,38.0,1
10160,97025,13.0,1
10161,97044,59.0,5
10162,97055,51.0,4
10163,97071,40.0,1
10164,97087,25.0,1
10165,97122,21.0,2
10166,97179,40.0,18
10167,97198,37.0,7
10168,97200,33.0,1
10169,97219,37.0,1
10170,97232,55.0,2
10171,97239,30.0,2
10172,97274,53.0,1
10173,97279,16.0,2
10174,97290,24.0,22
10175,97297,15.0,1
10176,97314,55.0,1
10177,97318,35.0,1
10178,97319,69.0,2
10179,97321,27.0,1
10180,97324,29.0,31
10181,97330,24.0,1
10182,97343,31.0,3
10183,97368,51.0,2
10184,97378,45.0,2
10185,97381,45.0,5
10186,97394,31.0,1
10187,97409,54.0,1
10188,97413,38.0,1
10189,97415,30.0,4
10190,97423,27.0,10
10191,97443,18.0,1
10192,97469,32.0,3
10193,97486,38.0,5
10194,97493,53.0,3
10195,97500,14.0,1
10196,97515,56.0,9
10197,97547,38.0,2
10198,97584,26.0,1
10199,97587,45.0,8
10200,97598,43.0,9
10201,97602,65.0,1
10202,97615,31.0,2
10203,97621,37.0,2
10204,97636,50.0,2
10205,97660,48.0,1
10206,97694,25.0,15
10207,97697,37.0,1
10208,97721,46.0,17
10209,97741,20.0,1
10210,97753,41.0,1
10211,97754,46.0,67
10212,97762,20.0,1
10213,97763,48.0,1
10214,97767,45.0,2
10215,97776,48.0,1
10216,97783,39.0,1
10217,97797,15.0,1
10218,97800,28.0,4
10219,97802,21.0,1
10220,97833,23.0,2
10221,97836,53.0,1
10222,97843,30.0,1
10223,97848,40.0,5
10224,97875,30.0,1
10225,97905,42.0,1
10226,97906,29.0,3
10227,97915,18.0,1
10228,97919,63.0,2
10229,97945,34.0,5
10230,97950,46.0,1
10231,97952,41.0,4
10232,97956,25.0,1
10233,97968,53.0,3
10234,97986,25.0,1
10235,98005,64.0,2
10236,98010,13.0,1
10237,98012,48.0,2
10238,98013,34.0,1
10239,98021,44.0,1
10240,98023,43.0,3
10241,98026,40.0,11
10242,98037,33.0,1
10243,98061,35.0,1
10244,98078,54.0,1
10245,98088,46.0,1
10246,98101,55.0,1
10247,98117,21.0,1
10248,98118,45.0,1
10249,98120,33.0,2
10250,98135,51.0,3
10251,98144,45.0,1
10252,98146,43.0,2
10253,98150,31.0,1
10254,98159,56.0,7
10255,98177,26.0,3
10256,98185,42.0,1
10257,98202,33.0,1
10258,98203,20.0,1
10259,98211,30.0,1
10260,98214,26.0,1
10261,98230,59.0,2
10262,98234,22.0,1
10263,98235,17.0,1
10264,98241,38.0,1
10265,98244,40.0,1
10266,98251,23.0,1
10267,98254,19.0,1
10268,98255,65.0,1
10269,98263,35.0,34
10270,98265,52.0,1
10271,98278,53.0,1
10272,98289,56.0,1
10273,98297,24.0,15
10274,98298,76.0,1
10275,98299,26.0,1
10276,98305,38.0,1
10277,98309,51.0,1
10278,98316,32.0,2
10279,98320,48.0,6
10280,98322,40.0,11
10281,98351,42.0,2
10282,98356,45.0,21
10283,98358,31.0,1
10284,98364,28.0,2
10285,98371,63.0,1
10286,98376,14.0,1
10287,98381,30.0,2
10288,98388,37.0,1
10289,98391,52.0,1174
10290,98401,33.0,3
10291,98418,37.0,1
10292,98422,39.0,5
10293,98427,13.0,1
10294,98428,23.0,8
10295,98440,17.0,33
10296,98468,33.0,3
10297,98474,14.0,1
10298,98484,18.0,20
10299,98522,34.0,2
10300,98525,22.0,7
10301,98547,43.0,53
10302,98549,38.0,1
10303,98551,24.0,1
10304,98556,50.0,1
10305,98560,10.0,3
10306,98572,37.0,1
10307,98575,58.0,8
10308,98596,34.0,5
10309,98599,24.0,3
10310,98618,18.0,1
10311,98620,33.0,1
10312,98628,17.0,20
10313,98633,17.0,6
10314,98647,26.0,16
10315,98652,42.0,1
