,User-ID,User-City,User-State,User-Country,User-Age
6236,36213,windsor, ontario," canada""",55.0
11404,65385,edmonds, washington," usa""",55.0
28658,165574,kaleva, michigan," usa""",55.0
6006,35033,malaga, pizarra," spain""",55.0
35620,206717,pleasanton, california," usa""",55.0
47789,276032,chesapeake beach, maryland," usa""",55.0
32989,190966,gainesville, florida," usa""",55.0
27265,157083,marmora, new jersey," usa""",55.0
41312,238857,cheyenne, wyoming," usa""",55.0
32977,190910,tamborine, queensland," australia""",55.0
16943,98101,st. paul, minnesota," usa""",55.0
4170,25225,houston, texas," usa""",55.0
46598,268781,fairbanks, alaska," usa""",55.0
22421,129339,brandon, florida," usa""",55.0
13844,79957,madison, alabama," usa""",55.0
47057,271225,oakland, california," usa""",55.0
34770,201869,hemby bridge/indian trail, north carolina," usa""",55.0
41347,239020,seattle, washington," usa""",55.0
46672,269245,calgary, alberta," canada""",55.0
31988,184587,holland, michigan," usa""",55.0
13764,79506,south plainfield, new jersey," usa""",55.0
27321,157511,alden, new york," usa""",55.0
39156,226702,allen, texas," usa""",55.0
41404,239380,san francisco, california," usa""",55.0
27255,157018,montreal, quebec," canada""",55.0
19506,113096,macon, georgia," usa""",55.0
31957,184401,olympia, washington," united state""",55.0
4031,24391,lakewood, washington," usa""",55.0
39053,226146,laurel, maryland," usa""",55.0
16673,96294,east hartford, connecticut," usa""",55.0
23346,134508,ottawa, ontario," canada""",55.0
2579,16012,union grove, wisconsin," usa""",55.0
14201,82060,orlando, florida," usa""",55.0
4012,24261,manchester, connecticut," usa""",55.0
16809,97232,los gatos, california," usa""",55.0
16824,97314,basel, n/a," switzerland""",55.0
1701,10406,bremen, bremen," germany""",55.0
18468,106910,riverside, california," usa""",55.0
19479,112972,fond du lac, wisconsin," usa""",55.0
26149,150316,olive branch, mississippi," usa""",55.0
27202,156584,hobart, tasmania," australia""",55.0
41204,238294,münchen, bayern," germany""",55.0
26138,150221,fairhope, alabama," usa""",55.0
37183,215330,san jose, california," usa""",55.0
41466,239696,lexington, ,,55.0
19670,113992,marshfield, massachusetts," usa""",55.0
27402,158039,durham, north carolina," usa""",55.0
2147,13173,norfolk, virginia," usa""",55.0
13135,75635,austin, texas," usa""",55.0
4627,27799,spencer, iowa," usa""",55.0
24069,138537,donora, pennsylvania," usa""",55.0
35702,207183,tuscaloosa, alabama," usa""",55.0
41857,241861,lansing, michigan," usa""",55.0
27669,159783,mexico, missouri," usa""",55.0
45687,263587,gorham, maine," usa""",55.0
4757,28494,fern tree, tasmania," australia""",55.0
41772,241407,canberra, australian capital territory," australia""",55.0
17516,101370,fort collins, colorado," usa""",55.0
12814,73748,westhampton, new york," usa""",55.0
39629,229405,west bend, wisconsin," usa""",55.0
42051,242823,marietta, georgia," usa""",55.0
27768,160455,granville ferry, nova scotia," canada""",55.0
46994,270892,naperville, illinois," usa""",55.0
17550,101595,hamburg, hamburg," germany""",55.0
41781,241459,danville, california," usa""",55.0
13157,75764,concord, california," usa""",55.0
36420,210500,tucson, arizona," usa""",55.0
18241,105581,chicago, illinois," usa""",55.0
31428,181200,manchester, new hampshire," usa""",55.0
24954,143594,washington, missouri," usa""",55.0
21956,126805,defiance, ohio," usa""",55.0
25957,149105,olympia, washington," usa""",55.0
4430,26612,pinson, alabama," usa""",55.0
24933,143487,lincoln, england," united kingdom""",55.0
25945,149043,sonoma, california," usa""",55.0
19866,115006,canberra, australian capital territory," australia""",55.0
13167,75812,lusaka, alabama," zambia""",55.0
35468,205853,capitola, california," usa""",55.0
13284,76530,santa clarita, california," usa""",55.0
37164,215239,dedham, massachusetts," usa""",55.0
36001,208478,emerald, victoria," australia""",55.0
17351,100354,greeneville, tennessee," usa""",55.0
22466,129632,yellowknife, northwest territories," canada""",55.0
36008,208494,shelton, washington," usa""",55.0
35899,208123,lexington, kentucky," usa""",55.0
34838,202285,wellesley, massachusetts," usa""",55.0
23112,133177,winnipeg, manitoba," canada""",55.0
39049,226117,saskatoon, saskatchewan," canada""",55.0
16025,92951,san jose, california," usa""",55.0
47206,272217,dartmouth, nova scotia," canada""",55.0
2992,18440,hollister, missouri," usa""",55.0
15135,87514,philadelphia, pennsylvania," usa""",55.0
46349,267518,hillsboro, oregon," usa""",55.0
31011,178586,napa, california," usa""",55.0
35195,204457,hawthorne, new jersey," usa""",55.0
40272,233137,chicago, illinois," usa""",55.0
16112,93386,skippack, ,,55.0
26429,151945,houston, texas," usa""",55.0
26428,151930,honolulu, hawaii," usa""",55.0
38190,221346,windsor, ontario," canada""",55.0
46357,267542,westport, massachusetts," usa""",55.0
3520,21570,san jose, california," usa""",55.0
19098,110723,somerville, massachusetts," usa""",55.0
40796,236158,stickney, illinois," usa""",55.0
47340,273197,jonesboro, georgia," usa""",55.0
3406,21049,port townsend, washington," usa""",55.0
40666,235381,north vancouver, british columbia," canada""",55.0
3026,18649,auckland, auckland," new zealand""",55.0
23916,137686,adelaide, south australia," australia""",55.0
46284,267180,st paul, minnesota," usa""",55.0
32737,189414,guthrie, oklahoma," usa""",55.0
15625,90448,milladore, wisconsin," usa""",55.0
31807,183576,los angeles, california," usa""",55.0
26652,153174,saint paul, minnesota," usa""",55.0
35043,203581,las vegas, nevada," usa""",55.0
15481,89493,toronto, ontario," canada""",55.0
35829,207852,st. louis, missouri," usa""",55.0
38788,224479,luray, virginia," usa""",55.0
15378,88887,sydney, new south wales," australia""",55.0
15365,88843,harrisville, new hampshire," usa""",55.0
23558,135753,baker city, oregon," usa""",55.0
15351,88784,a coruña, n/a," spain""",55.0
19000,110204,ellicott city, maryland," usa""",55.0
15899,92273,minneapolis, minnesota," usa""",55.0
15996,92778,indian lake, new york," usa""",55.0
34952,203047,mount duneed, victoria," australia""",55.0
3557,21777,edmonton, alberta," canada""",55.0
33085,191589,san francisco, california," usa""",55.0
27075,155691,münchen, bayern," germany""",55.0
26376,151669,southlake, texas," usa""",55.0
40987,237156,manorville, new york," usa""",55.0
19265,111642,rock hill, south carolina," usa""",55.0
41003,237263,palos park, illinois," usa""",55.0
2747,16908,chicago, illinois," usa""",55.0
31885,184037,delta, british columbia," canada""",55.0
41028,237354,okatie, south carolina," usa""",55.0
16477,95122,stafford, virginia," usa""",55.0
31269,180305,west fork, arkansas," usa""",55.0
14402,83152,cottonwood, arizona," usa""",55.0
37196,215387,overland park, kansas," usa""",55.0
18596,107756,elverta, california," usa""",55.0
18568,107543,northville, michigan," usa""",55.0
47093,271436,inwood, west virginia," usa""",55.0
18556,107474,20146 hamburg, hamburg," germany""",55.0
19372,112425,jacksonville, north carolina," usa""",55.0
14534,83843,memphis, tennessee," usa""",55.0
30907,178079,north las vegas, nevada," usa""",55.0
46368,267572,carbondale, colorado," usa""",55.0
46125,266330,portland, oregon," usa""",55.0
18760,108769,isle of wight, england," united kingdom""",55.0
26939,154866,albion, new york," usa""",55.0
18745,108711,minneapolis, minnesota," usa""",55.0
25321,145565,manchester, missouri," usa""",55.0
22004,127047,truckee, california," usa""",55.0
46399,267759,chattanooga, tennessee," usa""",55.0
32761,189558,catlettsburg, kentucky," usa""",55.0
18670,108218,richmond, virginia," usa""",55.0
3729,22712,benstead, england," united kingdom""",55.0
14660,84729,temple, georgia," usa""",55.0
18668,108213,cape may, new jersey," usa""",55.0
23380,134732,piscataway, new jersey," usa""",55.0
36449,210681,arlington, texas," usa""",55.0
16330,94385,peoria, illinois," usa""",55.0
40970,237046,rochester, michigan," usa""",55.0
40974,237060,columbia, missouri," usa""",55.0
871,5359,farmington, connecticut," usa""",55.0
36601,211627,minneapolis, minnesota," usa""",55.0
5152,30625,santa fe, new mexico," usa""",55.0
27961,161577,sunderland, england," united kingdom""",55.0
42202,243722,philadelphia, pennsylvania," usa""",55.0
17974,104152,north bay, ontario," canada""",55.0
46900,270279,beja, alentejo," portugal""",55.0
42281,244106,canton, michigan," usa""",55.0
20319,117401,boise, idaho," usa""",55.0
5196,30783,san antonio, texas," usa""",55.0
18148,105064,chardon, ohio," usa""",55.0
45458,262130,bloomfield, iowa," usa""",55.0
12463,71558,burnaby, british columbia," canada""",55.0
5262,31065,glencoe, illinois," usa""",55.0
17824,103204,bartlesville, oklahoma," usa""",55.0
42342,244400,west linn, oregon," usa""",55.0
27989,161751,media, pennsylvania," usa""",55.0
5243,30989,hull, georgia," usa""",55.0
5242,30987,athens, georgia," usa""",55.0
38227,221565,tacoma, washington," usa""",55.0
20181,116624,minneapolis, minnesota," usa""",55.0
34491,200093,manchester, greater manchester," united kingdom""",55.0
25648,147376,oak park, illinois," usa""",55.0
12080,69232,mooresville, north carolina," usa""",55.0
12232,70122,victoria, british columbia," canada""",55.0
42163,243488,seattle, washington," usa""",55.0
5220,30891,oakland, california," usa""",55.0
36758,212727,aiken, south carolina," usa""",55.0
23529,135578,exeter, new hampshire," usa""",55.0
36087,208751,lafayette, california," usa""",55.0
42412,244747,spokane, washington," usa""",55.0
12573,72186,frederick, maryland," usa""",55.0
12052,69042,drayton valley, alberta," canada""",55.0
25683,147590,racine, wisconsin," usa""",55.0
42237,243899,san ildefonso, new mexico," usa""",55.0
1846,11387,euclid, ohio," usa""",55.0
33393,193386,edmonton, alberta," canada""",55.0
37452,216781,apopka, florida," usa""",55.0
2030,12584,greensburg, pennsylvania," usa""",55.0
27879,161120,glen allen, virginia," usa""",55.0
47775,275963,ooltewah, tennessee," usa""",55.0
20223,116857,north loup, nebraska," usa""",55.0
12377,71019,moline, illinois," usa""",55.0
42115,243154,westbank, british columbia," canada""",55.0
18038,104469,gainesville, florida," usa""",55.0
24626,141725,chicago, illinois," usa""",55.0
17682,102372,harvard, illinois," usa""",55.0
22115,127569,chicago, illinois," usa""",55.0
12189,69916,oyster bay, new york," usa""",55.0
17842,103336,tucson, arizona," usa""",55.0
39534,228854,much, nordrhein-westfalen," germany""",55.0
27885,161157,bozeman, montana," usa""",55.0
33371,193244,stony brook, new york," usa""",55.0
40981,237091,fair lawn, new jersey," usa""",54.0
6232,36200,hilo, hawaii," usa""",54.0
3713,22625,lynbrook, new york," usa""",54.0
47415,273698,berkeley, california," usa""",54.0
43224,249305,lewiston, idaho," usa""",54.0
24655,141909,saginaw, michigan," usa""",54.0
43801,252418,black hawk, south dakota," usa""",54.0
8857,51450,lawrenceville, georgia," usa""",54.0
14614,84477,valencia, california," usa""",54.0
29645,171021,natick, massachusetts," usa""",54.0
22974,132371,middletown, delaware," usa""",54.0
24343,139913,monett, missouri," usa""",54.0
1991,12362,dallas, texas," usa""",54.0
43281,249631,austin, texas," usa""",54.0
29908,172577,enosburg falls, vermont," usa""",54.0
35782,207582,oak park, illinois," usa""",54.0
20508,118476,portland, oregon," usa""",54.0
3785,23032,chico, california," usa""",54.0
30904,178072,takaka, golden bay," new zealand""",54.0
14583,84284,monroe, ohio," usa""",54.0
6249,36264,clermont, florida," usa""",54.0
39460,228372,denver, colorado," usa""",54.0
38694,223992,huntsville, ontario," canada""",54.0
40216,232831,abingdon, england," united kingdom""",54.0
10001,57661,arroyo grande, california," usa""",54.0
8874,51559,helotes, texas," usa""",54.0
18654,108157,hartly, delaware," usa""",54.0
6257,36291,rushville, illinois," usa""",54.0
47123,271567,austin, texas," usa""",54.0
40949,236940,amarillo, texas," usa""",54.0
34355,199275,tulsa, oklahoma," usa""",54.0
19235,111442,roseville, michigan," usa""",54.0
47975,277195,san francisco, california," usa""",54.0
8833,51325,holyoke, massachusetts," usa""",54.0
17823,103193,parma, ohio," usa""",54.0
46074,266031,roseville, california," usa""",54.0
16282,94156,edmonton, alberta," canada""",54.0
16314,94295,glendale, arizona," usa""",54.0
4826,28866,south solon, ohio," usa""",54.0
14499,83616,arlington, washington," usa""",54.0
46523,268333,baker city, oregon," usa""",54.0
29207,168805,ridgway, colorado," usa""",54.0
34836,202277,kennesaw, georgia," usa""",54.0
31670,182781,new york, new york," usa""",54.0
7608,43749,crystal river, florida," usa""",54.0
47487,274142,victoria, british columbia," canada""",54.0
26205,150677,sudsbury, vermont," usa""",54.0
2588,16041,asheville, north carolina," usa""",54.0
10429,59924,ottawa, ontario," canada""",54.0
17781,102967,olympia, washington," usa""",54.0
4830,28891,valley city, north dakota," usa""",54.0
2572,15997,greensboro, north carolina," usa""",54.0
43944,253198,london, ontario," canada""",54.0
36273,209666,springfield, missouri," usa""",54.0
26234,150907,boynton beach, florida," usa""",54.0
39497,228629,saukville, wisconsin," usa""",54.0
37498,217052,crisfield, maryland," usa""",54.0
37316,216027,manchester, michigan," usa""",54.0
8609,50007,oak park, illinois," usa""",54.0
32783,189691,honolulu, hawaii," usa""",54.0
2540,15780,bethesda, maryland," usa""",54.0
43958,253266,ottawa, ontario," canada""",54.0
18486,107005,denver, colorado," usa""",54.0
25007,143874,st-prosper, quebec," canada""",54.0
29861,172205,baltimore, maryland," usa""",54.0
10577,60663,wembley downs, western australia," australia""",54.0
7639,43907,chicago, illinois," usa""",54.0
39496,228626,saukville, wisconsin," usa""",54.0
34332,199088,nyc, new york," usa""",54.0
36743,212614,portland, oregon," usa""",54.0
10230,58950,fort smith, arkansas," usa""",54.0
5435,31826,jasper, missouri," usa""",54.0
3842,23366,sidney, nebraska," usa""",54.0
37557,217372,st. petersburg, florida," usa""",54.0
10173,58612,douglasville, georgia," usa""",54.0
44485,256484,seattle, washington," usa""",54.0
18599,107768,gadsden, alabama," usa""",54.0
34363,199333,tucson, arizona," usa""",54.0
31681,182831,groves, texas," usa""",54.0
21007,121460,rockaway township, new jersey," usa""",54.0
47969,277171,tilton, new hampshire," usa""",54.0
27086,155807,santa barbara, california," usa""",54.0
23840,137168,murphy, north carolina," usa""",54.0
39031,225988,baldwin, maryland," usa""",54.0
31326,180651,coventry, england," united kingdom""",54.0
14366,82946,leeds, yorkshire," united kingdom""",54.0
3888,23643,kensington, maryland," usa""",54.0
21004,121442,north little rock, arkansas," usa""",54.0
16570,95551,sunnyvale, california," usa""",54.0
35759,207492,san jose, california," usa""",54.0
30868,177915,danville, pennsylvania," usa""",54.0
3918,23796,pittsburgh, pennsylvania," usa""",54.0
5072,30291,san leandro, california," usa""",54.0
34493,200098,unadilla, nebraska," usa""",54.0
20996,121413,attleboro, massachusetts," usa""",54.0
33805,195853,new york, new york," usa""",54.0
44478,256457,fairfield, california," usa""",54.0
22556,130167,el cajon, california," usa""",54.0
19162,110993,proctor, vermont," usa""",54.0
2804,17233,fuquay-varina, north carolina," usa""",54.0
21913,126592,san diego, california," usa""",54.0
9245,53458,fairfield, ,,54.0
25265,145247,great falls, montana," usa""",54.0
30448,175462,wilmot, new hampshire," usa""",54.0
33150,191913,portland, oregon," usa""",54.0
38902,225293,disputanta, virginia," usa""",54.0
28992,167743,mississauga, ontario," canada""",54.0
11995,68691,seattle, ," usa""",54.0
42439,244878,newnan, georgia," usa""",54.0
30040,173301,spanish fork, utah," usa""",54.0
22786,131339,sequim, washington," usa""",54.0
44546,256731,napa, california," usa""",54.0
31147,179457,thompsontown, pennsylvania," usa""",54.0
48052,277623,alamosa, co," usa""",54.0
15340,88704,st. louis, missouri," usa""",54.0
32445,187729,hood river, oregon," usa""",54.0
40614,235055,goettingen, niedersachsen," germany""",54.0
25198,144892,hantsport, nova scotia," canada""",54.0
9577,55351,middle island, new york," usa""",54.0
29697,171296,prince george, virginia," usa""",54.0
9598,55434,rumford, rhode island," usa""",54.0
3031,18682,manchester, england," united kingdom""",54.0
333,1945,wrightsville beach, north carolina," usa""",54.0
5342,31418,reston, virginia," usa""",54.0
17973,104150,denton, texas," usa""",54.0
15203,87948,huntsville, alabama," usa""",54.0
3415,21075,hightstown, new jersey," usa""",54.0
15194,87901,bangor, maine," usa""",54.0
6511,37626,melbourne, victoria," australia""",54.0
6623,38132,boise, idaho," usa""",54.0
26993,155172,allen park, michigan," usa""",54.0
33548,194172,mountain park, georgia,,54.0
15708,91017,holtsville, ,,54.0
3146,19522,candler, north carolina," usa""",54.0
26584,152823,dunkirk, maryland," usa""",54.0
26576,152798,moundsville, west virginia," usa""",54.0
15766,91341,newark, delaware," usa""",54.0
23554,135736,los angeles, california," usa""",54.0
26617,152963,acton, massachusetts," usa""",54.0
254,1433,woodbridge, california," usa""",54.0
23923,137729,tinton falls, new jersey," usa""",54.0
43631,251483,gilroy, california," usa""",54.0
21306,123240,racine, wisconsin," usa""",54.0
35080,203799,menasha, wisconsin," usa""",54.0
7435,42841,hatboro, pennsylvania," usa""",54.0
3207,19858,antigonish co, nova scotia," canada""",54.0
47275,272708,clarksville, maryland," usa""",54.0
31803,183562,chanakyapura, delhi," india""",54.0
15593,90249,highland village, texas," usa""",54.0
43633,251495,mundelein, illinois," usa""",54.0
17976,104160,lancaster, california," usa""",54.0
46962,270723,houston, texas," usa""",54.0
37242,215669,livingston, texas," usa""",54.0
15550,90025,troon, scotland," united kingdom""",54.0
15549,90014,baltimore, maryland," usa""",54.0
22274,128362,amherst, new hampshire," usa""",54.0
38884,225199,toronto, ontario," canada""",54.0
15511,89761,bologna, emilia romagna," italy""",54.0
15503,89653,norwalk, ohio," usa""",54.0
28828,166698,clarendon hills, illinois," usa""",54.0
28821,166637,sioux falls, south dakota," usa""",54.0
40682,235509,chaska, minnesota," usa""",54.0
26468,152205,clarkston, michigan," usa""",54.0
18795,109005,nanaimo, british columbia," canada""",54.0
46175,266645,daphne, alabama," usa""",54.0
23461,135180,newtown, pennsylvania," usa""",54.0
12148,69661,knoxville, ," usa""",54.0
34950,203033,truckee, california," usa""",54.0
1352,7962,albuquerque, new mexico," usa""",54.0
14947,86333,apeldoorn, gelderland," netherlands""",54.0
21352,123503,memphis, tennessee," usa""",54.0
25152,144677,avon lake, ohio," usa""",54.0
45431,261915,calabasas, california," usa""",54.0
26936,154859,carnation, washington," usa""",54.0
30110,173757,st. louis, missouri," usa""",54.0
8947,51925,zeeland, michigan," usa""",54.0
23766,136723,lakeland, florida," usa""",54.0
14821,85620,sainte-foy, quebec," canada""",54.0
16209,93802,gaithersburg, maryland," usa""",54.0
19146,110919,bartlett, illinois," usa""",54.0
32983,190937,harrisburg, pennsylvania," usa""",54.0
14762,85294,neumarkt /in der opf., bayern," germany""",54.0
19171,111041,lincoln, nebraska," usa""",54.0
44519,256631,seattle, washington," usa""",54.0
16225,93868,scottsdale, arizona," usa""",54.0
46131,266362,creston, iowa," usa""",54.0
14705,84985,hagerstown, maryland," usa""",54.0
14694,84912,putney, vermont," usa""",54.0
44803,258150,oceanside, california," usa""",54.0
39459,228371,saskatoon, saskatchewan," canada""",54.0
14998,86645,o fallon, missouri," usa""",54.0
9040,52401,byron bay, new south wales," australia""",54.0
5205,30815,grand rapids, michigan," usa""",54.0
2964,18312,mentor, ohio," usa""",54.0
26798,154013,richmond, kentucky," usa""",54.0
24325,139844,sterling, virginia," usa""",54.0
349,2060,pennsauken, new york," usa""",54.0
16080,93268,madison, wisconsin," usa""",54.0
18821,109123,lafayette, indiana," usa""",54.0
38778,224425,lytham st. annes, lancashire," united kingdom""",54.0
16094,93319,ann arbor, michigan," usa""",54.0
37899,219590,lake stevens, washington," usa""",54.0
39438,228270,winder, georgia," usa""",54.0
15115,87410,littleton, colorado," usa""",54.0
9714,55985,santa rosa, california," usa""",54.0
29048,168008,wentzville, missouri," usa""",54.0
15095,87287,dennysville, maine," usa""",54.0
16160,93629,baton rouge, louisiana," usa""",54.0
21115,122045,oud beijerland, zuid holland," netherlands""",54.0
18818,109110,kensington, maryland," usa""",54.0
16123,93447,tacoma, washington," usa""",54.0
43733,252038,maple grove, minnesota," usa""",54.0
46188,266691,salem, oregon," usa""",54.0
9080,52622,lebanon, missouri," usa""",54.0
5217,30875,escanaba, michigan," usa""",54.0
48145,278064,walsall, west midlands," united kingdom""",54.0
11880,68122,tavares, florida," usa""",54.0
21100,121986,atlanta, georgia," usa""",54.0
9779,56369,oakville, ontario," canada""",54.0
11873,68067,balmain, new south wales," australia""",54.0
14136,81706,hamburg, hamburg," germany""",54.0
40032,231795,bay city, michigan," usa""",54.0
18086,104705,st george, utah," usa""",54.0
28312,163523,lr. sackville, nova scotia," canada""",54.0
10996,63252,terre haute, indiana," usa""",54.0
30729,177089,temple, texas," usa""",54.0
4460,26782,douglas, ,,54.0
38484,223011,cambridge, massachusetts," usa""",54.0
574,3332,hartlepool, cleveland," united kingdom""",54.0
11015,63358,omaha, nebraska," usa""",54.0
38475,222948,edinburgh, n/a," united kingdom""",54.0
20218,116826,bear lake, michigan," usa""",54.0
44692,257511,cleveland, wisconsin," usa""",54.0
34234,198535,olympia, washington," usa""",54.0
44685,257483,campobello, new brunswick," canada""",54.0
42856,247211,yankalilla, south australia," australia""",54.0
25931,148962,collegeville, pennsylvania," usa""",54.0
24154,138951,tucson, arizona," usa""",54.0
32932,190636,henderson, nevada," usa""",54.0
5779,33680,knoxville, tennessee," usa""",54.0
47633,275153,st. louis, missouri," usa""",54.0
25922,148899,middletown, connecticut," usa""",54.0
22616,130482,earth, ," universe""",54.0
45603,263003,philadelphia, pennsylvania," usa""",54.0
27534,158846,sagle, idaho," usa""",54.0
24856,143037,dayton, ohio," usa""",54.0
17654,102220,acapulco, n/a," mexico""",54.0
19885,115131,ottawa, ontario," canada""",54.0
41691,240918,orlando, florida," usa""",54.0
30701,176966,gilbertsville, kentucky," usa""",54.0
44225,254899,browns mills, new jersey," usa""",54.0
13386,77203,new westminster, bc," canada""",54.0
13408,77324,hallowell, maine," usa""",54.0
27483,158589,toronto, ontario," canada""",54.0
13526,77932,bainbridge island, washington," usa""",54.0
27377,157866,nesbit, mississippi," usa""",54.0
37336,216151,portland, ,,54.0
817,4999,aurora, colorado," usa""",54.0
25746,147943,so burlington, vermont," usa""",54.0
13609,78497,irvine, california," usa""",54.0
1748,10716,troy, michigan," usa""",54.0
39834,230629,maple park, illinois," usa""",54.0
21628,125027,lancaster, pennsylvania," usa""",54.0
46702,269353,tomball, texas," usa""",54.0
17685,102383,delta, british columbia," canada""",54.0
41509,239998,seattle, washington," usa""",54.0
34230,198512,hobart, tasmania," australia""",54.0
35713,207266,salem, oregon," usa""",54.0
28362,163744,merville, british columbia," canada""",54.0
46716,269442,dartmouth, nova scotia," canada""",54.0
18301,105982,chicago, illinois," usa""",54.0
19718,114280,perth, western australia," australia""",54.0
32015,184760,nevada city, california," usa""",54.0
25487,146308,blind bay, british columbia," canada""",54.0
24085,138603,castle rock, washington," usa""",54.0
45234,260796,boulder junction, wisconsin," usa""",54.0
32114,185390,akron, new york," usa""",54.0
18281,105876,edison, new jersey," usa""",54.0
17670,102322,selm, nrw," germany""",54.0
28513,164761,inver grove heights, minnesota," usa""",54.0
7758,44647,lake george, minnesota," usa""",54.0
28313,163528,salt lake city, utah," usa""",54.0
25906,148806,pittsburgh, pennsylvania," usa""",54.0
17095,98804,vista, california," usa""",54.0
17357,100399,hiram, ohio," usa""",54.0
11363,65145,browns mills, new jersey," usa""",54.0
2204,13652,scottsdale, arizona," usa""",54.0
12972,74687,charlotte, north carolina," usa""",54.0
7866,45282,toronto, ontario," canada""",54.0
17473,101091,laytonville, california," usa""",54.0
47678,275380,rumford, rhode island," usa""",54.0
36769,212779,papillion, nebraska," usa""",54.0
7966,45799,helsinki, etela suomi," finland""",54.0
39266,227305,baldwin, illinois," usa""",54.0
12921,74395,hewitt, new jersey," usa""",54.0
30622,176577,charlottesville, virginia," usa""",54.0
4735,28386,toronto, ,,54.0
11399,65363,vancouver, british columbia," canada""",54.0
22938,132171,milltown, wisconsin," usa""",54.0
38129,220967,carthage, missouri," usa""",54.0
36055,208650,williamsville, new york," usa""",54.0
45670,263490,auburn, washington," usa""",54.0
41996,242548,corona del mar, california," usa""",54.0
12828,73870,key colony beach, florida," usa""",54.0
1836,11335,palmerston north, palmerston north," new zealand""",54.0
1828,11287,salt lake city, utah," usa""",54.0
20066,116089,gaithersburg, maryland," usa""",54.0
12673,72887,albany, georgia," usa""",54.0
12760,73436,salem, oregon," usa""",54.0
7240,41781,clinton twp., michigan," usa""",54.0
23653,136135,shrewsbury, massachusetts," usa""",54.0
21800,126017,traverse city, michigan," usa""",54.0
2206,13666,tinley park, illinois," usa""",54.0
41867,241952,columbus, ohio," usa""",54.0
17453,100966,valleystream, new york," usa""",54.0
44329,255525,florence, massachusetts," usa""",54.0
48271,278724,el paso, texas," united kingdom""",54.0
33313,192776,janesville, wisconsin," usa""",54.0
13168,75814,cleveland, ohio," usa""",54.0
4596,27624,london, england," united kingdom""",54.0
29749,171658,nevada city, california," usa""",54.0
38366,222372,ottawa, ontario," canada""",54.0
17372,100497,west bend, wisconsin," usa""",54.0
25902,148798,webster, florida," usa""",54.0
31475,181476,hillsboro, oregon," usa""",54.0
29510,170401,surrey, british columbia," canada""",54.0
17611,101940,canyon, texas," usa""",54.0
5709,33311,satsuma, florida," usa""",54.0
17397,100648,london, england," united kingdom""",54.0
32909,190485,kingston, ontario," canada""",54.0
47664,275311,plymouth, massachusetts," usa""",54.0
11279,64683,tahoe city, california," usa""",54.0
44250,255065,springfield, virginia," usa""",54.0
36044,208620,republic, missouri," usa""",54.0
8021,46165,littleton, colorado," usa""",54.0
20694,119556,asheville, north carolina," usa""",54.0
24467,140822,nürnberg, bayern," germany""",54.0
7196,41533,upper lake, ,,54.0
18206,105361,royersford, ,,54.0
28259,163221,sydney, new south wales," australia""",54.0
8004,46059,winchester, kentucky," usa""",54.0
20168,116559,albuquerque, new mexico," usa""",54.0
37171,215267,chicago, illinois," usa""",54.0
25947,149056,wichita, kansas," usa""",54.0
31400,181063,fulton, new york," usa""",54.0
25459,146148,auburn, maine," usa""",54.0
13894,80279,st. louis, missouri," usa""",54.0
1116,6670,union, new jersey," usa""",54.0
17714,102564,marseilles, illinois," usa""",54.0
4152,25140,jacksonville, oregon," usa""",54.0
29266,169130,the dalles, oregon," usa""",54.0
45388,261697,ft. walton beach, florida," usa""",54.0
2445,15179,beltsville, maryland," usa""",54.0
24182,139099,marysville, kansas," usa""",54.0
17713,102563,lebanon, ohio," usa""",54.0
19591,113540,skokie, illinois," usa""",54.0
13772,79550,orlando, florida," usa""",54.0
4218,25522,groton, new york," usa""",54.0
44059,253916,pointe-à-la-croix, quebec," canada""",54.0
7028,40625,baton rouge, louisiana," usa""",54.0
4231,25611,greenville, texas," usa""",54.0
32962,190842,sonora, california," usa""",54.0
13783,79648,birmingham, alabama," usa""",54.0
13782,79639,leioa, bizkaia," spain""",54.0
22426,129373,mercer island, ,,54.0
48214,278411,stratford, texas," usa""",54.0
1117,6671,altoona, wisconsin," usa""",54.0
33599,194457,stamford, connecticut," usa""",54.0
5994,34994,brussels, n/a," belgium""",54.0
16940,98078,rochester, michigan," usa""",54.0
14124,81659,breslau, ontario," canada""",54.0
10597,60816,centralia, washington," usa""",54.0
16837,97409,stockbridge, georgia," usa""",54.0
23176,133501,simi valley, california," usa""",54.0
4097,24769,beavercreek, ohio," usa""",54.0
47068,271285,nashua, new hampshire," usa""",54.0
47065,271266,dayton, ohio," usa""",54.0
5000,29944,kewaskum, wisconsin," usa""",54.0
6017,35070,elk grove, california," usa""",54.0
26137,150208,belo horizonte, minas gerais," brazil""",54.0
46589,268723,smog lake, utah," usa""",54.0
44432,256182,montrose, minnesota," usa""",54.0
36900,213537,sandpoint, idaho," usa""",54.0
10659,61235,delta junction, alaska," usa""",54.0
11618,66780,prince george, british columbia," canada""",54.0
4992,29898,flemington, new jersey," usa""",54.0
44012,253615,san diego, california," usa""",54.0
11611,66715,montmorency, victoria," australia""",54.0
30199,174265,atlanta, georgia," usa""",54.0
20908,121011,hanford, california," usa""",54.0
43614,251419,harpenden, hertfordshire," england""",54.0
45895,264887,miami beach, florida," usa""",54.0
36355,210097,federal way, washington," usa""",54.0
36153,209072,wells, england," united kingdom""",54.0
17071,98725,shively, kentucky," usa""",54.0
5893,34377,kelowna, british columbia," canada""",54.0
