Title-and-Author,num_ratings,avg_rating
worst case scenario survival handbook by joshua piven,5,8.2
a child's book of true crime by chloe hooper,5,7.0
the universe in a nutshell by s . w . hawking,5,8.8
the unloved by john saul,5,6.8
silent spring by rachel carson,5,8.6
die geheime geschichte by donna tartt,5,7.4
dragon wing by margaret weis,5,8.0
native son by richard wright,5,8.0
die feuer von troia . roman by marion zimmer bradley,5,8.8
silent honor by danielle steel,5,8.4
the heiress bride by catherine coulter,5,7.2
natural causes by michael palmer,5,7.4
moonseed by stephen baxter,5,7.4
the heiress by jude deveraux,5,8.2
ne le dis a personne by harlan coben,5,8.0
the vampire book by j . gordon melton,5,8.4
moon music by faye kellerman,5,6.6
the hellfire club by peter straub,5,7.8
die brucken der freiheit by ken follett,5,6.4
the fig eater by jody shields,5,6.8
a college of magics by caroline stevermer,5,8.4
die bildhauerin by minette walters,5,9.2
did you say chicks by esther friesner,5,7.4
nemesis by isaac asimov,5,7.4
"mates , dates , and inflatable bras by cathy hopkins",5,7.4
ausweitung der kampfzone by michel houellebecq,5,7.2
hope for the flowers by trina paulus,5,8.0
paradise county by karen robards,5,6.8
between the sheets by jeanie london,5,9.0
"parsley , sage , rosemary , and crime by tamar myers",5,8.0
the cat who smelled a rat by lilian jackson braun,5,8.0
every living thing by james herriot,5,8.2
the lion's lady by julie garwood,5,9.0
well - schooled in murder by elizabeth george,5,6.8
falling bodies by andrew mark,5,6.2
the tailor of panama by john le carre,5,5.0
the cat who sniffed glue by lilian jackson braun,5,6.4
wassermusik . roman by tom coraghessan boyle,5,7.6
the cat who tailed a thief by lilian jackson braun,5,7.6
love story by erich segal,5,7.0
darkness at noon by arthur koestler,5,8.8
daughter of time by josephine tey,5,8.6
the cat who wasn't there by lilian jackson braun,5,8.0
fallen angels by larry niven,5,6.8
imzadi ii triangle by peter david,5,6.8
in a class by itself by sandra brown,5,6.8
something wonderful by judith mcnaught,5,7.8
weit wie das meer by nicholas sparks,5,6.4
everywhere that mary went by lisa scottoline,5,6.4
shadow moon by george lucas,5,6.4
paradise wild by johanna lindsey,5,7.6
the stranger beside me by ann rule,5,8.8
everville by clive barker,5,8.8
home from the vinyl cafe by stuart mclean,5,9.4
the maltese falcon by dashiell hammett,5,7.8
love comes softly by janette oke,5,7.4
the lesson of her death by jeffery wilds deaver,5,6.6
love in another town by barbara taylor bradford,5,5.8
pat of silver bush by l . m . montgomery,5,7.8
the cat who lived high by lilian jackson braun,5,7.0
the cat who played brahms by lilian jackson braun,5,8.2
what falls away by mia farrow,5,6.2
a traitor to memory by elizabeth george,5,7.4
evans above by rhys bowen,5,8.0
washington square by henry james,5,7.0
a treasure worth seeking by sandra brown,5,7.4
love is a four letter word by claire calman,5,6.4
above the law by j . f . freedman,5,7.8
dark tide i by michael a . stackpole,5,8.0
dave barry's book of bad songs by dave barry,5,9.2
the cat who said cheese by lilian jackson braun,5,6.8
dave barry turns 40 by dave barry,5,7.8
something from the nightside by simon r . green,5,7.4
dave barry is not taking this sitting down by dave barry,5,7.8
home song by lavyrle spencer,5,8.4
west with the night by beryl markham,5,8.8
the coming plague by laurie garrett,5,7.8
evil under the sun by agatha christie,5,9.0
ewe too can be happy by jutta bauer,5,8.6
dark lord of derkholm by diana wynne jones,5,7.6
ex - appeal by zoe barnes,5,7.0
faerie tale by raymond e . feist,5,8.0
seven of nine by christie golden,5,6.2
out of the dark by sharon sala,5,7.6
the charm school by nelson demille,5,8.6
extension du domain de la lutte by michel houellebecq,5,7.8
the christmas shoes by donna vanliere,5,7.6
the christmas box collection by richard paul evans,5,9.2
out of the shadows by kay hooper,5,7.8
out of this world by j . d . robb,5,7.8
seventh scroll by wilbur a . smith,5,9.4
hogfather by terry pratchett,5,8.2
seventh heaven by alice hoffman,5,6.8
the lottery and other stories by shirley jackson,5,9.0
in my wildest dreams by christina dodd,5,7.0
loving you by maureen child,5,6.2
way of the peaceful warrior by dan millman,5,7.8
hitched by z . barnes,5,7.8
water witches by chris bohjalian,5,8.2
the summoning god by kathleen o'neal gear,5,8.6
over the edge by suzanne brockmann,5,7.2
seven years in tibet by heinrich harrer,5,8.0
about the author by john colapinto,5,8.4
abraham by bruce feiler,5,7.6
a year by the sea by joan anderson,5,8.4
in sachen signora brunetti . der achte fall by donna leon,5,7.4
pants on fire by maggie alderson,5,7.4
hollywood kids by jackie collins,5,7.2
wasted by marya hornbacher,5,9.2
the caves of steel by isaac asimov,5,8.4
weekend in paris by robyn sisman,5,6.8
exclusive by sandra brown,5,8.6
acorna by anne mccaffrey,5,7.4
the lodge of the lynx by katherine kurtz,5,8.0
the summer of my greek taverna by tom stone,5,6.2
maggie needs an alibi by kasey michaels,5,7.2
out of africa by isak dinesen,5,8.4
the deadhouse by linda fairstein,5,5.8
the long hard road out of hell by marilyn manson,5,8.2
expecting adam by martha beck,5,7.2
the classic slave narratives by henry louis gates,5,8.0
the long winter by laura ingalls wilder,5,9.0
wedding season by darcy cosper,5,7.2
the magic circle by katherine neville,5,5.6
exiles' return by gayle greeno,5,8.0
exit to eden by anne rampling,5,8.0
the celestine vision by james redfield,5,8.8
wedding party by robyn carr,5,6.0
out of control by suzanne brockmann,5,7.6
shade of the tree by piers anthony,5,8.8
family blessings by lavyrle spencer,5,8.2
the light of other days by arthur c . clarke,5,8.6
fantastic beasts and where to find them by j . k . rowling,5,7.6
sojourn by r . a . salvatore,5,8.0
a streetcar named desire by tennessee williams,5,8.0
one - hit wonder by lisa jewell,5,7.0
peace is every step by thich nhat hahn,5,9.0
wheels of fire by mercedes lackey,5,7.6
honest illusions by nora roberts,5,7.4
the dark is rising by susan cooper,5,7.2
adrian mole by sue townsend,5,7.2
"love , greg & lauren by greg manning",5,6.4
days are just packed by bill watterson,5,8.6
fantasy by christine feehan,5,7.6
"deadeye dick by kurt , jr . vonnegut",5,7.8
the legacy of luna by julia hill,5,8.6
when the storm breaks by heather lowell,5,7.2
deadlock by sara paretsky,5,7.4
the target by catherine coulter,5,7.0
in the cut by susanna moore,5,7.6
far side gallery 2 by gary larson,5,8.6
mariel of redwall by brian jacques,5,6.8
once burned by peter david,5,8.8
eon by greg bear,5,8.4
when the bough breaks by jonathan kellerman,5,6.4
dead eyes by stuart woods,5,8.6
martin dressler by steven millhauser,5,7.2
martyr by peter david,5,8.4
dead girls don't wear diamonds by nancy martin,5,6.4
"adrian mole , the wilderness years by sue townsend",5,7.6
bouquiner by annie francois,5,7.6
one hundred ways for a cat to train its human by celia haddon,5,8.4
the laws of our fathers by scott turow,5,6.6
dark fire by christine feehan,5,8.8
english patient by michael ondaatje,5,7.2
dead poets society by n . h . kleinbaum,5,8.2
sofies welt . ein roman uber die geschichte der philosophie . by jostein gaarder,5,7.8
when the emperor was divine by julie otsuka,5,7.8
fanta c by sandra brown,5,7.4
war for the oaks by emma bull,5,8.2
man of my dreams by johanna lindsey,5,8.2
family pictures by sue miller,5,6.2
daring to dream by nora roberts,5,6.6
the tale of murasaki by liza crihfield dalby,5,7.6
the cat who brought down the house by lilian jackson braun,5,7.0
dark journey by elaine cunningham,5,7.4
the taking by dean koontz,5,7.0
a scanner darkly by philip k . dick,5,8.2
homecoming by john bradshaw,5,8.2
the courtship by catherine coulter,5,6.2
ethan frome by edith wharton,5,9.0
the legend of nightfall by mickey zucker reichert,5,8.0
the cat who came to breakfast by lilian jackson braun,5,7.6
dark lady by richard north patterson,5,8.2
enter whining by fran drescher,5,6.8
boy by roald dahl,5,8.6
the cat who ate danish modern by lilian jackson braun,5,8.6
im eishaus by minette walters,5,7.4
a suitable boy by vikram seth,5,9.6
master and commander by patrick o'brian,5,7.2
the case for christ by lee strobel,5,7.4
hinds' feet on high places by hannah hurnard,5,9.0
pawing through the past by rita mae brown,5,5.8
on the edge by lynn erickson,5,6.4
esperanza rising by pam munoz ryan,5,6.8
dark apprentice by kevin j . anderson,5,6.6
a small death in lisbon by robert wilson,5,8.0
pathways by jeri taylor,5,7.2
the straight dope by cecil adams,5,7.6
once in a lifetime by danielle steel,5,7.6
the talismans of shannara by terry brooks,5,7.0
rosencrantz & guildenstern are dead by tom stoppard,4,7.5
in the heart of the sea by nat philbrick,4,8.25
joshua by joseph f girzone,4,8.25
judiths liebe by meir shalev,4,8.0
selbs justiz . roman by bernhard schlink,4,5.75
beyond civilization by daniel quinn,4,9.25
the valkyries by paulo coelho,4,8.0
blood lines by tanya huff,4,9.25
bella tuscany by frances mayes,4,7.0
in the dark by richard laymon,4,9.5
the womanly art of breastfeeding by gwen gotsch,4,8.5
automated alice by jeff noon,4,8.0
theos reise . roman uber die religionen der welt by catherine clement,4,7.5
i love everybody by laurie notaro,4,9.0
selected poems by walt whitman,4,7.0
infinity beach by jack mcdevitt,4,8.75
ben & jerry's homemade ice cream & dessert book by ben cohen,4,8.75
joining by johanna lindsey,4,8.25
to cut a long story short by jeffrey archer,4,7.0
to dream in the city of sorrows by kathryn m . drennan,4,9.0
i love bad boys by lori foster,4,6.5
autumn lover by elizabeth lowell,4,8.0
in the heart of the sea by nathaniel philbrick,4,7.25
simply irresistible by rachel gibson,4,7.0
rosencrantz and guildenstern are dead by tom stoppard,4,8.75
the women of brewster place by gloria naylor,4,8.75
runaways by v . c . andrews,4,5.75
to the hilt by dick francis,4,7.5
see jane run by joy fielding,4,6.75
royal assassin by robin hobb,4,9.0
betrayal by lois tilton,4,7.0
sense of evil by kay hooper,4,7.75
blind faith by joe mcginniss,4,6.5
in your arms by rosemary rogers,4,4.75
journey to the centre of the earth by jules verne,4,7.75
in the beginning by chaim potok,4,8.25
silverthorn by raymond feist,4,8.75
the unburied by charles palliser,4,7.0
senza sangue by alessandro baricco,4,6.75
the ultimate weight solution food guide by phil mcgraw,4,8.5
silver pigs by lindsey davis,4,9.0
bet me by jennifer crusie,4,8.5
joy luck club by amy tan,4,9.0
the world according to mister rogers by fred rogers,4,9.75
in this mountain by jan karon,4,8.75
rules of the wild by francesca marciano,4,7.5
julie by catherine marshall,4,8.25
in the name of the father by gerry conlon,4,7.0
inappropriate men by stacey ballis,4,4.0
separate beds by lavyrle spencer,4,7.25
ax by ed mcbain,4,6.5
simply scandalous by carly phillips,4,6.0
"i , q by john de lancie",4,8.25
the year of the intern by robin cook,4,6.5
seduction by amanda quick,4,8.75
betsy - tacy by maud hart lovelace,4,9.25
silk by alessandro baricco,4,7.5
avatar book one of two by s . d . perry,4,7.75
"to green angel tower , part 2 by tad williams",4,8.5
bewitching by jill barnett,4,7.5
"the witches' almanac , spring 2002 to spring 2003 by elizabeth pepper",4,7.5
the witches by roald dahl,4,9.0
the wonderful wizard of oz by l . frank baum,4,8.25
to have and have not by ernest hemingway,4,6.5
"i , tituba , black witch of salem by maryse conde",4,8.0
septentrion by louis calaferte,4,7.0
the ultimate seduction by janelle denison,4,10.0
to the last breath by carlton stowers,4,7.75
simple passion by annie ernaux,4,7.5
i heard the owl call my name by margaret craven,4,6.75
"i hated , hated , hated this movie by roger ebert",4,7.75
bleak house by charles dickens,4,7.75
"black thorn , white rose by ellen datlow",4,8.0
johnny tremain by esther forbes,4,8.5
this matter of marriage by debbie macomber,4,7.5
shadows of yesterday by sandra brown,4,8.0
shame of man by piers anthony,4,6.75
it's not the end of the world by judy blume,4,7.75
sarum by edward rutherford,4,8.25
im angesicht des feindes by elizabeth george,4,9.5
if life is a bowl of cherries what am i doing in the pits by erma bombeck,4,7.25
shockball by s . l . viehl,4,6.75
sapphire rose by david eddings,4,9.0
thunderhead by douglas preston,4,7.5
sharmila's book by bharti kirchner,4,8.25
this montana home by sherry lewis,4,7.0
through wolf's eyes by jane lindskold,4,7.75
throat by peter straub,4,8.25
bed & breakfast by lois battle,4,8.0
sarah's window by janice graham,4,7.5
if life is a bowl of cherries what am i by erma bombeck,4,8.25
blast from the past by ben elton,4,6.25
black coffee by charles osborne,4,8.25
third time lucky by meg cabot,4,8.25
into the green by charles de lint,4,7.5
big sur by jack kerouac,4,8.25
before i say goodbye by ruth picardie,4,9.0
before he wakes by jerry bledsoe,4,8.25
into the wilderness by sara donati,4,7.25
sandman by neil gaiman,4,10.0
this alien shore by c . s . friedman,4,7.5
black coffee blues by rollins,4,3.25
the white dragon by anne mccaffrey,4,8.0
scruples two by judith krantz,4,6.25
j'etais si timide que j'ai mordu la ma by minne,4,9.75
black blood by christopher pike,4,6.25
scottish folk and fairy tales by gordon jarvie,4,8.25
the want - ad killer by ann rule,4,8.0
the war of don emmanuel's nether parts by louis de bernieres,4,7.5
irish chain by earlene fowler,4,8.5
three musketeers by alexandre dumas,4,8.75
ill wind by nevada barr,4,7.25
sherlock holmes by arthur conan doyle,4,9.75
bazil broketail by christopher rowley,4,7.5
il piccolo principe by antoine de saint - exupery,4,9.5
the wedding is white by diana palmer,4,8.0
if you give a mouse a cookie by laura joffe numeroff,4,9.0
sheepfarmers daughter by elizabeth moon,4,8.5
becoming madame mao by anchee min,4,6.5
three men in a boat by jerome klapka jerome,4,8.75
say no to joe by lori foster,4,7.25
batman by dc comics,4,8.25
battle born by dale brown,4,8.5
shepherds abiding by jan karon,4,8.5
shell game by carol o'connell,4,8.25
isabel's bed by elinor lipman,4,7.25
shining by stephen king,4,7.75
scandal's bride by stephanie laurens,4,7.25
shining through by susan isaacs,4,7.25
irresistible forces by danielle steel,4,7.0
thousand cranes by yasunari kawabata,4,8.5
beaches by iris rainer dart,4,8.0
thoroughly kissed by kristine grayson,4,7.0
the watcher's guide 2 by nancy holder,4,8.0
"schade , dass du nicht tot bist . ein fall fur mrs . murphy by rita mae brown",4,7.25
bingo queens of paradise by june park,4,6.25
sharp edges by jayne ann krentz,4,8.0
because of winn - dixie by kate dicamillo,4,9.5
bitterroot landing by sheri reynolds,4,7.75
send no flowers by sandra brown,4,7.75
saucer by stephen coonts,4,5.5
the whipping boy by sid fleischman,4,7.75
before you conceive by john r . sussman,4,9.5
if . . . by evelyn mcfarlane,4,8.25
short & tall tales by lilian jackson braun,4,6.75
sideshow by sheri s . tepper,4,7.0
"sex , drugs , and cocoa puffs by chuck klosterman",4,7.0
the vanishing hitchhiker by jan harold brunvand,4,5.75
in god we trust by jean shepherd,4,6.25
sacred clowns by tony hillerman,4,7.0
sexing the cherry by jeanette winterson,4,8.5
i was amelia earhart by jane mendelsohn,4,8.0
sacred ground by mercedes lackey,4,7.75
being dead by jim crace,4,5.75
jesus freaks by dc talk,4,9.5
second child by john saul,4,7.0
second chance by jerry b . jenkins,4,8.75
shadow baby by alison mcghee,4,6.0
i'll take manhattan by judith krantz,4,7.25
jenny and the jaws of life by jincy willett,4,6.75
in her defense by stephen horn,4,8.0
second wind by dick francis,4,7.0
sign with your baby by burton white,4,8.25
the winston brothers by lori foster,4,8.0
secrecy by belva plain,4,6.75
jim the boy by tony earley,4,8.0
beyond seduction by emma holly,4,8.75
beyond recall by stephen kyle,4,6.0
silas marner by george eliot,4,8.25
jinx high by mercedes lackey,4,8.5
jinxed by carol higgins clark,4,5.5
i shudder at your touch by michele slung,4,7.25
baby farm by karen harper,4,9.0
i should have stayed home by roger rapoport,4,6.25
ruthless . com by tom clancy,4,7.75
russka by edward rutherfurd,4,6.5
the wish list by eoin colfer,4,9.75
jennie by paul gallico,4,7.0
time out for mom . . . ahhh moments by mary beth lagerborg,4,7.25
icy sparks by gwynn rubio,4,7.0
baggage by emily barr,4,6.75
shotgun wedding by maggie osborne,4,9.0
till we meet again by judith krantz,4,6.75
impetuous by lori foster,4,6.25
the white raven by dianna l . paxson,4,7.0
thin air by robert b . parker,4,7.0
iced by carol higgins clark,4,6.75
behind the attic wall by sylvia cassedy,4,7.5
black moon by s . j . gaither,4,9.25
beguiled by alice borchardt,4,5.75
beginner's luck by laura pedersen,4,7.5
sea of fire by jeff rovin,4,6.0
scuse me while i kiss this guy by gavin edwards,4,7.5
into the forest by hegland jean,4,7.25
immortality by milan kundera,4,7.25
the widows of wichita county by jodi thomas,4,7.5
ice by v . c . andrews,4,5.5
show of evil by william diehl,4,7.0
interesting times by terry pratchett,4,8.25
shrink rap by robert b . parker,4,7.25
the wife of reilly by jennifer coburn,4,6.5
jaran by kate elliott,4,9.0
black girl in paris by shay youngblood,4,7.5
intercourses by martha hopkins,4,8.75
"black heart , ivory bones by ellen datlow",4,9.0
black holes and baby universes and other essays by stephen w . hawking,4,8.75
i'm only one man by regis philbin,4,8.25
black like me by john howard griffin,4,8.75
impulse by catherine coulter,4,9.25
bad girl creek by jo - ann mapson,4,8.0
the vine of desire by chitra banerjee divakaruni,4,7.5
beim naechsten mann wird alles by eva heller,4,4.75
savage devotion by cassie edwards,4,6.75
dispossessed by ursula k . le guin,4,9.5
just cause by john katzenbach,4,7.0
a taste for death by p . d . james,4,6.5
once upon a time by irene brand,4,6.75
when the legends die by hal borland,4,8.25
one day in the life of ivan denisovich by alexander solzhenitsyn,4,8.25
a song for arbonne by guy gavriel kay,4,8.5
when strangers marry by lisa kleypas,4,7.5
manner sind wie schokolade by tina grube,4,3.75
whatever happened to janie by caroline b . cooney,4,6.25
what's a girl gotta do by sparkle hayter,4,8.75
manhattan is my beat by jeffery deaver,4,7.0
what was she thinking by zoe heller,4,7.75
man's search for meaning by viktor e . frankl,4,9.0
a tapestry of lions by jennifer roberson,4,9.0
one true love by stephanie doyle,4,6.25
one white rose by julie garwood,4,7.5
room with a view by foester . e . m,4,8.25
what to do about annie by millie criswell,4,7.5
only by your touch by catherine anderson,4,9.0
a thousand words for stranger by julie e . czerneda,4,7.75
mammoth hunters by jean m . auel,4,8.5
mama by terry mcmillan,4,6.75
making over mike by lisa plumley,4,7.0
westing game by ellen raskin,4,9.5
original sin by phyllis white,4,7.75
werewolves in their youth by michael chabon,4,7.75
orphans by v . c . andrews,4,7.25
well favored gentleman by christina dodd,4,7.25
maiden by jude deveraux,4,9.0
maia by richard adams,4,6.75
once by james herbert,4,6.75
a secret love by stephanie laurens,4,7.0
on the verge by ariella papa,4,8.0
on the trail of the assassins by jim garrison,4,7.0
why didn't they ask evans by agatha christie,4,7.75
why cats paint by heather busch,4,7.0
memoirs of an invisible man by h . f . saint,4,7.5
who's afraid of virginia woolf by edward albee,4,9.0
who needs decaf by tanya michaels,4,6.5
mein ist die rache by elizabeth george,4,7.75
of human bondage by w . somerset maugham,4,7.5
medusa's child by john j . nance,4,8.0
"oh , the things i know by al franken",4,8.0
me times three by alex witchel,4,7.5
"oh , the thinks you can think by dr . seuss",4,10.0
old songs in a new cafe by robert james waller,4,7.0
mayo clinic complete book of pregnancy & baby's first year by mayo clinic,4,7.5
maybe the moon by armistead maupin,4,7.25
maybe by robert fulghum,4,8.0
whispers at midnight by karen robards,4,6.25
maus 2 . und hier begann mein ungluck . die geschichte eines oberlebenden by art spiegelman,4,9.5
mattimeo by brian jacques,4,7.5
a sand county almanac by aldo leopold,4,9.0
on secret service by john jakes,4,5.25
where's my hero by lisa kleypas,4,6.5
on the beach by nevil shute,4,9.25
master of murder by christopher pike,4,6.0
a season beyond a kiss by kathleen e . woodiwiss,4,7.25
a season in the highlands by jude deveraux,4,6.75
where you belong by barbara taylor bradford,4,6.5
maskerade by terry pratchett,4,7.0
other peoples children by joanna trollope,4,6.75
a week in the zone by barry sears,4,8.0
"other voices , other rooms by truman capote",4,6.5
paradise lost by john milton,4,7.25
acqua alta by donna leon,4,8.25
waste lands tower 3 by stephen king,4,9.75
wassermelone by marian keyes,4,7.5
partner in crime by j . a . jance,4,7.0
love lies bleeding by susan wittig albert,4,7.0
pas de deux by philippe djian,4,8.75
warrior's song by catherine coulter,4,6.25
love by design by nora roberts,4,6.25
warchild by karin lowachee,4,7.75
love and war by margaret weis,4,8.5
advanced french for exceptional cats by henri de la barbe,4,8.25
adventures in a tv nation by michael moore,4,8.5
adventures of a psychic by sylvia browne,4,8.75
lost lady by jude deveraux,4,7.0
after anne by roxanne henke,4,9.25
lost by joy fielding,4,7.5
lost and found by jayne ann krentz,4,7.5
losing gemma by katy gardner,4,8.0
walking shadow by robert b . parker,4,6.75
people of the lie by m . scott peck,4,9.0
people of the lightning by kathleen o'neal gear,4,6.75
lord of the isles by david drake,4,7.25
per anhalter durch die galaxis by douglas adams,4,8.75
per anhalter durch due galaxis by adams,4,8.25
perchance to dream by howard weinstein,4,7.75
walden and other writings by henry david thoreau,4,9.25
lord of fire by gaelen foley,4,8.25
paragon walk by anne perry,4,7.25
love with the proper husband by victoria alexander,4,6.75
a wicked seduction by janelle denison,4,9.0
acid test by tom wolfe,4,7.5
welcome to camp nightmare by r . l . stine,4,9.0
our bodies ourselves for the new century by boston women's health book collective,4,9.5
our dreaming mind by robert l . van de castle,4,8.5
our guys by bernard lefkowitz,4,8.25
maestro cantor by orson scott card,4,8.0
out of phaze by piers anthony,4,7.75
mad jack by catherine coulter,4,6.0
out of sight by cherry adair,4,7.0
out of sight by elmore leonard,4,7.25
weasel's luck by michael williams,4,7.5
a year at the movies by kevin murphy,4,8.25
a year of living consciously by gay hendricks,4,8.0
out of the dust by karen hesse,4,7.75
out of the madhouse by christopher golden,4,7.75
abandoned prayers by gregg olsen,4,6.75
outer banks by anne rivers siddons,4,8.25
we are not forgotten by joel martin,4,7.75
wayside school is falling down by louis sachar,4,8.0
about face by fern michaels,4,6.0
above and beyond by sandra brown,4,6.25
"absalom , absalom by william faulkner",4,8.0
pack of two by caroline knapp,4,6.5
water music by t . coraghessan boyle,4,7.75
abundance of babies by marie ferrarella,4,5.5
accordion crimes by annie proulx,4,7.5
papillon by henri charriere,4,7.25
acid row by minette walters,4,8.5
o pioneers by willa cather,4,7.75
o evangelho segundo jesus cristo by jose saramago,4,8.0
why people believe weird things by michael shermer,4,8.25
naked empire by terry goodkind,4,5.75
x - men mutant empire by christopher golden,4,6.75
a calculated risk by katherine neville,4,5.25
a canticle for leibowitz by walter m . miller jr,4,8.0
mort big comic by pratchett,4,8.5
writer's market 2000 by kirsten holm,4,9.5
"morning , noon , and night by sidney sheldon",4,9.5
more tales of the city by armistead maupin,4,9.75
narcissus and goldmund by hermann hesse,4,7.5
narziss und goldmund by hermann hesse,4,9.0
more mirth of a nation by michael j . rosen,4,7.25
more and more by stella cameron,4,6.75
a clean slate by laura caldwell,4,8.0
mord ist aller laster anfang . ein mitchell und markby roman by ann granger,4,7.5
moonheart by charles de lint,4,8.5
moon women by pamela duncan,4,9.0
ne pleure pas ma belle by mary higgins clark,4,5.25
monster manual by skip williams,4,10.0
monster by christopher pike,4,6.5
monster blood by r . l . stine,4,7.75
wonder when you'll miss me by amanda davis,4,8.25
a cup of comfort by colleen sell,4,7.0
never after by rebecca lickiss,4,7.5
a dangerous fortune by ken follett,4,8.75
a dark - adapted eye by barbara vine,4,8.0
moll flanders by daniel defoe,4,5.75
women in love by d . h . lawrence,4,7.0
a darkness at sethanon by raymond feist,4,8.0
yon ill wind by piers anthony,4,9.0
8 weeks to optimum health by andrew weil m . d,4,7.5
a death in white bear lake by barry siegel,4,6.5
motherhood by erma bombeck,4,8.0
murder gets a life by anne george,4,6.5
murder of a barbie and ken by denise swanson,4,7.5
zwei alte frauen . eine legende von verrat und tapferkeit by velma wallis,4,7.25
zombies of the gene pool by sharyn mccrumb,4,6.75
murder at monticello by rita mae brown,4,7.25
my antonia by willa sibert cather,4,8.25
zigzag street by nick earls,4,6.5
101 dalmatians by justine korman,4,9.25
mrs . pollifax and the second thief by dorothy gilman,4,8.5
my life by bill clinton,4,6.75
my life on a plate by india knight,4,7.75
my little blue dress by bruno maddox,4,6.5
mrs . piggle - wiggle's magic by betty macdonald,4,8.5
my name is red by orhan pamuk,4,8.25
zeit des vergebens . psychothriller by gemma oconnor,4,6.75
z for zachariah by robert c . o'brien,4,8.0
mr . wroe's virgins by jane rogers,4,8.5
my sexiest mistake by kristin hardy,4,8.5
your baby and child by penelope leach,4,7.5
21st century wicca by jennifer hunter,4,7.75
my uncle oswald by roald dahl,4,8.5
"my utmost for his highest , promotional edition by oswald chambers",4,6.75
myst by rand miller,4,6.0
mount dragon by douglas preston,4,7.75
motherless daughters by hope edelman,4,9.75
motherless brooklyn by jonathan lethem,4,8.0
nada by carmen laforet,4,7.5
nice girls finish last by sparkle hayter,4,7.5
wolves of willoughby chase by joan aiken,4,8.5
nuts by kevin freiberg,4,8.0
milk glass moon by adriana trigiani,4,7.25
winds of change by mercedes lackey,4,8.5
"no shirt , no shoes , no problem by jeff foxworthy",4,9.0
no way out by andrea kane,4,6.0
mikwright family style by tim mikkelsen,4,9.25
nobody's baby but mine by susan elizabeth phillips,4,9.25
nobody's fool by richard russo,4,6.75
wind in the willows by k . grahame,4,8.75
a live coal in the sea by madeleine l'engle,4,6.5
midnight runner by jack higgins,4,6.75
midnight pleasures by amanda ashley,4,9.0
william shakespeare by william shakespeare,4,9.25
a man rides through by stephen donaldson,4,7.75
midnight blue by nancy a . collins,4,7.75
notes from the underground by fyodor dostoyevsky,4,8.25
nothin' but good times ahead by molly ivins,4,7.75
wild orchids by jude deveraux,4,8.0
nothing like it in the world by stephen e . ambrose,4,7.25
novecento by alessandro baricco,4,8.75
metaphysique des tubes by amelie nothomb,4,7.75
wild life by molly gloss,4,6.75
a mind of its own by david m . friedman,4,7.75
widow's walk by robert b . parker,4,8.0
a new path to the waterfall by raymond carver,4,9.25
mere christianity by c . s lewis,4,9.75
merchant of venice by william shakespeare,4,6.75
men without women by ernest hemingway,4,6.75
men of courage by donna kauffman,4,8.75
militarmusik by wladimir kaminer,4,8.25
a kingdom of dreams by judith mcnaught,4,6.5
mitigating circumstances by nancy taylor rosenberg,4,7.75
no place like home by fern michaels,4,6.5
a dry spell by susie moloney,4,6.75
night fire by catherine coulter,4,6.5
night in the lonesome october by richard laymon,4,9.0
night lives on by walter j . lord,4,7.5
night mare #06 by piers anthony,4,6.5
night of the avenging blowfish by john welter,4,6.0
night of the wolf by alice borchardt,4,7.25
a free man of color by barbara hambly,4,6.0
a game of you by neil gaiman,4,9.0
miss garnet's angel by salley vickers,4,7.75
a gesture life by chang - rae lee,4,6.5
miserly moms by jonni mccoy,4,7.0
a gift to last by debbie macomber,4,7.5
witches' brew by terry brooks,4,8.0
mirror of her dreams by stephen r . donaldson,4,8.5
witch hill by marion zimmer bradley,4,6.0
nightshade by laurell k . hamilton,4,7.25
nighttime parenting by william sears,4,9.5
miracle at st . anna by james mcbride,4,7.0
nimitz class by patrick robinson,4,7.75
wishes by jude deveraux,4,8.75
a hat full of sky by terry pratchett,4,8.5
a history of god by karen armstrong,4,9.0
a holiday of love by judith mcnaught,4,6.75
no one noticed the cat by anne mccaffrey,4,8.75
winds of fury by mercedes lackey,4,9.0
no one writes to the colonel by gabriel garcia marquez,4,7.5
walden and civil disobedience by henry david thoreau,4,7.25
"wake up , i'm fat by camryn manheim",4,7.5
waiting for nick by nora roberts,4,7.75
la playa by alex garland,4,6.25
reading in the dark by seamus deane,4,7.75
another woman's baby by joanna wayne,4,7.75
reaper man by terry pratchett,4,8.75
reason for hope by jane goodall,4,9.75
rebekah by orson scott card,4,6.75
antibodies by kevin j . anderson,4,7.25
rebellion by nora roberts,4,9.25
la joven de las naranjas by jostein gaarder,4,6.75
rebellious desire by julie garwood,4,7.0
la jeune fille a la perle / girl with a pearl earring by tracy chevalier,4,7.25
la invencion de la soledad by paul auster,4,5.25
antigone by jean anouilh,4,9.0
antigone by sophocles,4,8.75
la familia de pascual duarte by camilo jose cela,4,7.5
red badge of courage by stephen crane,4,8.75
true history of the kelly gang by peter carey,4,7.25
red by jack ketchum,4,8.0
la conjura de los necios by john kennedy toole,4,6.75
la clan de l'ours des cavernes by jean auel,4,6.25
red shoes & a diary by mia zachary,4,7.25
trixie belden and the gatehouse mystery by julie campbell,4,9.25
redemption by leon uris,4,7.5
redemption by mel odom,4,7.5
triple by ken follett,4,7.5
apologizing to dogs by joe coomer,4,8.5
l'ecume des jours by boris vian,4,8.75
